,User,Date Created,Number of Likes,Source of Tweet,Tweet
0,Sanya_oluwafemi,2023-01-01 23:57:56+00:00,0,Twitter for Android,@Ashibuoguh @toyosi2405 @GRVlagos I don't even understand this people...
1,LUSTGARDEN2,2023-01-01 22:52:18+00:00,0,Twitter for Android,"@Nizzy_dee @CrushunYoo @MuhyideenOlowo @MerijeOkoro @tobehenry @GRVlagos @GRVlagos2023 We are talking about objective political discussion, you are talking about followers, I am not dragging twitter space with you, but your intellectual capacity to engage in political discussion with out recourse to tribal sentiment, intimidation and bigotry is so glaring.shif jare"
2,LUSTGARDEN2,2023-01-01 22:49:33+00:00,0,Twitter for Android,"@Nizzy_dee @MuhyideenOlowo @CrushunYoo @MerijeOkoro @tobehenry @GRVlagos @GRVlagos2023 Which respect of territory, as a Nigerian citizen everybody has the right to live anywhere, once you  abide by the Nigerian law and to an extent the Norms of the community, so what's your noise about. Respecting territory. I have told you if it's easy Run am."
3,LUSTGARDEN2,2023-01-01 22:47:00+00:00,0,Twitter for Android,"@Nizzy_dee @CrushunYoo @MuhyideenOlowo @MerijeOkoro @tobehenry @GRVlagos @GRVlagos2023 His descendants still leaves in Enugu and nobody is chasing them, is balless envious bigots like you that go about talking nonsense, when they don't have the guts to go beyond boundaries and establish anything  you think it's easy. If it's easy Run am nahh."
4,LUSTGARDEN2,2023-01-01 22:45:04+00:00,0,Twitter for Android,"@Nizzy_dee @CrushunYoo @MuhyideenOlowo @MerijeOkoro @tobehenry @GRVlagos @GRVlagos2023 That's why I said your argument is senseless filled with Hate and assumptions,did you travel to igbo land and you were not welcomed,the simple fact is that the Igbos are the most travelled in Nigeria, followed by the Fulanis,told you about a Yoruba man who has properties in Enugu"
5,Beckvibes2,2023-01-01 22:27:01+00:00,1,Twitter for Android,"@jorlanchi @JamiuAlapo @GRVlagos Lazy yorubas everywhere.... Wayward grown-ups, I pity those under-19 youths that BAThing has employed to destroy their future. Small boys under the god of iron oath. It's a pity that all sectors are corrupt in Lagos, they use every opportunity to extort money from people."
6,OnafowokanG,2023-01-01 21:58:14+00:00,0,Twitter for Android,@mouth_razor @UnclePamilerin @GRVlagos @JanDor How
7,EmmanuelAkpata6,2023-01-01 21:41:23+00:00,0,Twitter for Android,"@obidient_yusufu @GRVlagos There is every possibility obi will win Lagos, but GRV is not working... He just has to put up little work to consolidate on Obi's influence... As for Lagos, obi is likely to win Lagos"
8,jorlanchi,2023-01-01 20:26:03+00:00,1,Twitter for iPhone,"@JamiuAlapo @Beckvibes2 @GRVlagos If they burnt down BRT buses, u can’t hold them to it cos pple are frustrated with the govt. I know how this govt frustrated my business in Lagos! Sending diff tout to come collect money they never made"
9,jorlanchi,2023-01-01 20:21:58+00:00,0,Twitter for iPhone,"@JamiuAlapo @Beckvibes2 @GRVlagos Is he the only one that single handedly burnt down the BRT bus? Or na person way police catch? Don’t talk with sentiments my brother, I talk publicly after certifying that I have verified the tins I need to know"
10,SolutionAfrika,2023-01-01 19:50:28+00:00,1,Twitter for Android,@iPrinceSaviour @PeterObi @GRVlagos @_weyimi @ChigozieIAlex @ChudeMedia @CNWAOKOBIAJNR @FS_Yusuf_ @Jack_ng01 @JosephOnuorah @PO_GrassRootM @doyinokupe This Is a dream that only a fowl can dream. @PeterObi and @GRVlagos will be lost in the dustbin of history sooner that anyone expects
11,Nizzy_dee,2023-01-01 19:27:41+00:00,0,Twitter for iPhone,@MerijeOkoro @LUSTGARDEN2 @CrushunYoo @MuhyideenOlowo @tobehenry @GRVlagos @GRVlagos2023 Happy new year bro
12,Chrisokwii,2023-01-01 18:05:10+00:00,3,Twitter for Android,"@GRVlagos We the FESTAC obidients are looking for you,  you've not been talking to us, JANDOR is raiding the labour party in FESTAC as it regards governorship elections, I am the leader of the OBIDATTI FRONTIES AMUWO AND DEPUTY COORDINATOR LAGOS STATE, they said you're working for tinubu"
13,OkoloLn,2023-01-01 17:57:37+00:00,0,Twitter Web App,@iPrinceSaviour @PeterObi @GRVlagos @_weyimi @ChigozieIAlex @ChudeMedia @CNWAOKOBIAJNR @FS_Yusuf_ @Jack_ng01 @JosephOnuorah @PO_GrassRootM @doyinokupe Amen
14,joanrukki,2023-01-01 17:44:53+00:00,0,Twitter for Android,@iPrinceSaviour @PeterObi @GRVlagos @_weyimi @ChigozieIAlex @ChudeMedia @CNWAOKOBIAJNR @FS_Yusuf_ @Jack_ng01 @JosephOnuorah @PO_GrassRootM @doyinokupe Amen
15,GJolom,2023-01-01 17:39:53+00:00,0,Twitter for Android,@GRVlagos Happy new year to our incoming Governor.its gonna be a Tsunami
16,Tony4israel,2023-01-01 17:35:08+00:00,1,Twitter for Android,@obidient_yusufu @getmotivatedng @GRVlagos Hope they wake up and canvas vigorously
17,IFrankekere,2023-01-01 17:19:16+00:00,1,Twitter for Android,@iPrinceSaviour @JosephOnuorah @PeterObi @GRVlagos @_weyimi @ChigozieIAlex @ChudeMedia @CNWAOKOBIAJNR @FS_Yusuf_ @Jack_ng01 @PO_GrassRootM @doyinokupe It will surely come
18,ihuomaamadi,2023-01-01 17:15:30+00:00,0,Twitter for Android,"@AdeyeniYesufu @GRVlagos I thought they say it is Obidients dat insult? Abi r u a wannabe Obidient? Count how many insults there were in my response to u then come look at this point that BAT himself won't agree with, that you have laced with so much insults. Go and argue with him if u disagree my dear."
19,ten_alicious,2023-01-01 17:10:35+00:00,0,Twitter for Android,@GRVlagos Happy new year HE
20,realjackiejohns,2023-01-01 17:04:38+00:00,0,Twitter for iPhone,@GRVlagos Wow you are my colleague
21,iPrinceSaviour,2023-01-01 17:00:14+00:00,179,Twitter for Android,"The year is not NEW, until something NEW happen. 

I pray may @PeterObi happen to Nigeria.
May Gbadebo Rhodes-Vivour (@GRVlagos ) happen to Lagos State in year 2023.

#ObiIsComing #GrvIsComing https://t.co/vMv6rtneCL"
22,andyonuche3,2023-01-01 16:58:20+00:00,0,Twitter for Android,"Obidients! 
 Time to decipher!
"" Needle with a long tread""
@chude__ @firstladyship @PeterObi @YarKafanchan @AishaYesufu @FS_Yusuf_ @realYangaB @doyinokupe @_weyimi @Oolusegun_obj @ObiFlagboy @GRVlagos @alexottiofr @DeleFarotimi @realkenokonkwo 
@YunusaTanko @OselokaHObaze"
23,obidient_yusufu,2023-01-01 16:36:10+00:00,0,Twitter for iPhone,@iBenjackson @GRVlagos Exactly
24,andyonuche3,2023-01-01 16:16:02+00:00,0,Twitter for Android,"Obidients! 
 #2023theyearofObiDatti 
please make it trend!
@chude__ @firstladyship @PeterObi @YarKafanchan @AishaYesufu @FS_Yusuf_ @realYangaB @doyinokupe @_weyimi @Oolusegun_obj @ObiFlagboy @GRVlagos @alexottiofr @DeleFarotimi @realkenokonkwo 
@YunusaTanko @OselokaHObaze"
25,andyonuche3,2023-01-01 15:56:50+00:00,0,Twitter for Android,"Obidients! 
 #2023theyearofObiDatti please make it trend!
@chude__ @firstladyship @PeterObi @YarKafanchan @AishaYesufu @FS_Yusuf_ @realYangaB @doyinokupe @_weyimi @Oolusegun_obj @ObiFlagboy @GRVlagos @alexottiofr @DeleFarotimi"
26,andyonuche3,2023-01-01 15:53:49+00:00,5,Twitter for Android,"Obidients! Let us declare 2023 as the year of Obidatti #2023yearofObiDatti please make it trend!
@chude__ @firstladyship @PeterObi @YarKafanchan @AishaYesufu @FS_Yusuf_ @realYangaB @doyinokupe @_weyimi @Oolusegun_obj @ObiFlagboy @GRVlagos @alexottiofr @DeleFarotimi"
27,Akiiakagu,2023-01-01 15:40:59+00:00,0,Twitter for Android,@GRVlagos Happy New Year #GRV4GovernorLagosState ❤
28,UdyCodeDesign,2023-01-01 15:14:42+00:00,0,Twitter for Android,"@GRVlagos Sir, i love you so and am voting for  you but i notice you are not campaigning at all. Pls i want to an agent for LP for free."
29,SylvesterOchayi,2023-01-01 15:14:28+00:00,0,Twitter for iPhone,@GRVlagos My vote is for u love you bro
30,easyleeBoss,2023-01-01 15:04:25+00:00,0,Twitter for iPhone,@mouth_razor @UnclePamilerin @GRVlagos @JanDor You no dey Lagos?
31,CNWAOKOBIAJNR,2023-01-01 14:45:19+00:00,2,Twitter for Android,"@urchpokesmoney @SERAPNigeria @realkenokonkwo @OselokaHObaze @TakeBackNaijaB1 @opebanwo @BOGbadams @GRVlagos @NgLabour @firstladyship @YunusaTanko @doyinokupe @AreaFada1 @inecnigeria @balamiisaac Their machinations shall pan for nothing, we MUST continue to push the narrative for a New Nigeria whilst remaining vigilant until this peaceful ballot based revolution is perfected. Remember, no one no matter how desperate can stop an idea whose time has come. WE MOVE, WE WIN."
32,urchpokesmoney,2023-01-01 14:38:43+00:00,1,Twitter for iPhone,@SERAPNigeria @CNWAOKOBIAJNR @realkenokonkwo @OselokaHObaze @TakeBackNaijaB1 @opebanwo @BOGbadams @GRVlagos @NgLabour @firstladyship @YunusaTanko   @doyinokupe @AreaFada1 @inecnigeria @balamiisaac This info should be investigated asap.
33,zoemarcel2,2023-01-01 14:12:01+00:00,0,Twitter for Android,@Topboychriss @GODWYNE11 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @solakafinta @SBOlayinka01 Happy birthday 🎂 and Happy New Year!
34,HillaryEneji,2023-01-01 13:58:47+00:00,0,Twitter for Android,"Happy New year to our incoming President @PeterObi and Lagos State Governor @GRVlagos .
God bless you both."
35,nigeriansplug,2023-01-01 13:56:38+00:00,0,Twitter for iPhone,@GRVlagos Your campaign no loud boss. You gats push up more make we for see you in 2027 🙏
36,GODWYNE11,2023-01-01 13:55:56+00:00,1,Twitter for Android,@HDhaniel @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Wow same wishes bro
37,HDhaniel,2023-01-01 13:55:17+00:00,0,Twitter for Android,@GODWYNE11 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Happy birthday to u nd me bro
38,ericaAgb16,2023-01-01 13:28:03+00:00,0,Twitter for iPhone,@GRVlagos My incoming governor” thank you happy new year
39,wondergirll__,2023-01-01 13:27:55+00:00,0,Twitter for Android,"@GRVlagos Sir, as much as we obidients desire to vote for you, you are not campaigning. We do not want to make a mistake. Tell us what you intent to do. We are not hearing from you at all. Never has anyone in Amuwo Odofin local govt hear or seen you."
40,prosperstouch,2023-01-01 13:01:15+00:00,0,Twitter for Android,@GRVlagos Happy New Year of Unfettered Victory Your Excellency @GRVlagos
41,YIM_Nigeria,2023-01-01 12:39:01+00:00,122,Twitter for Android,Happy New Year from our incoming Lagos State Governor @GRVlagos. #HappyNewYear2023 #PeterObiForPresident2023 @BOGbadams https://t.co/6JgusQGVXq
42,Black_of_Lagos,2023-01-01 12:11:49+00:00,0,Twitter for iPhone,@GRVlagos People that their governors are sharing kerosene are criticizing peole that their governors are building rail lines crazy crazy world
43,chikato2,2023-01-01 12:02:16+00:00,0,Twitter for Android,"@IgboDemon @GRVlagos @chude__ Then you can do something if you have time, we are all part of this project"
44,GODWYNE11,2023-01-01 11:51:32+00:00,1,Twitter for Android,@edwin_ejiofor @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Thanks boss
45,edwin_ejiofor,2023-01-01 11:43:59+00:00,0,Twitter for Android,@GODWYNE11 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Happy birthday sir our Obidient personnel
46,ogburunjor,2023-01-01 11:43:13+00:00,0,Twitter for Android,@GRVlagos You de smoke? Your eyes is  Dowling 😉
47,mouth_razor,2023-01-01 11:30:24+00:00,1,Twitter for Android,@UnclePamilerin @GRVlagos is more popular than @jandor
48,GODWYNE11,2023-01-01 11:23:50+00:00,0,Twitter for Android,@GabrielChimaR @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Thanks my bro
49,GODWYNE11,2023-01-01 11:23:41+00:00,0,Twitter for Android,@Chukschiboy4 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Thanks boss
50,Chukschiboy4,2023-01-01 11:23:10+00:00,0,Twitter for Android,@GODWYNE11 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Happy birthday boss
51,GabrielChimaR,2023-01-01 11:06:56+00:00,0,Twitter for Android,@GODWYNE11 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Happy birthday boss and happy New year
52,entelopson,2023-01-01 11:00:19+00:00,0,Twitter for Android,"@GRVlagos If Lagosians don't vote you in February (and I hope they do!) then I look forward to PO making you FCT Minister by June. This place could use your help.
Happy New Year Arc!"
53,JustinNnadiukwu,2023-01-01 10:13:31+00:00,4,Twitter for iPhone,"@GRVlagos Just Dey do your campaign Dey go. Once I reach that place, I no go check name. Na to vote LP from top to bottom. Both for presidential and state."
54,dr_Drofilk,2023-01-01 10:08:46+00:00,1,Twitter for iPhone,@GRVlagos @dosunmu_akinola Pls remove LASTMA or reform them. Those guys have made this state unlivable
55,RoseChika1,2023-01-01 09:59:12+00:00,0,Twitter for Android,"@GRVlagos Happy new year,"
56,JamiuAlapo,2023-01-01 09:48:32+00:00,0,Twitter for Android,"@jorlanchi @Beckvibes2 @GRVlagos Chinasa Michael burnt down BRT buses. Pls, Google his name."
57,buildasnest,2023-01-01 09:46:01+00:00,6,Twitter for iPhone,"@GRVlagos Happy New year, Best wishes in 2023. https://t.co/ernsZoO9Lj"
58,GODWYNE11,2023-01-01 09:21:55+00:00,0,Twitter for Android,@marvis_hottyme @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Thanks my bro
59,GODWYNE11,2023-01-01 09:21:44+00:00,0,Twitter for Android,@IAwola @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Thanks boss
60,GODWYNE11,2023-01-01 09:21:38+00:00,0,Twitter for Android,@OmaElectrical @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Thanks boss
61,GODWYNE11,2023-01-01 09:21:25+00:00,0,Twitter for Android,@LaurenrealG1 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Thanks ma
62,marvis_hottyme,2023-01-01 09:15:40+00:00,0,Twitter for Android,@GODWYNE11 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Happy birthday buddy!
63,GODWYNE11,2023-01-01 09:06:53+00:00,0,Twitter for iPhone,@adeola_oriade1 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Thanks boss
64,adeola_oriade1,2023-01-01 09:06:26+00:00,1,Twitter for iPhone,@GODWYNE11 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Happy birthday 🎉🎁🎂
65,IAwola,2023-01-01 08:57:31+00:00,0,Twitter for Android,@GODWYNE11 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Happy birthday Sir!!!
66,OmaElectrical,2023-01-01 08:41:03+00:00,0,Twitter for Android,@GODWYNE11 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Happy Birthday Bro
67,GODWYNE11,2023-01-01 08:35:18+00:00,1,Twitter for Android,@chrisdominic47 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Thanks boss
68,chrisdominic47,2023-01-01 08:33:25+00:00,1,Twitter for Android,@GODWYNE11 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @Topboychriss @solakafinta @SBOlayinka01 Best wishes brother
69,GODWYNE11,2023-01-01 08:30:11+00:00,0,Twitter for Android,@Topboychriss @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @solakafinta @SBOlayinka01 Thanks brother 🙏
70,Topboychriss,2023-01-01 08:29:27+00:00,13,Twitter for iPhone,@GODWYNE11 @SavvyRinu @leroikris @Ekitipikin @PeterObi @Ozoadaz @GRVlagos @FS_Yusuf_ @solakafinta @SBOlayinka01 Happy birthday Chief
71,Abe_Kowo,2023-01-01 08:29:04+00:00,0,Twitter for iPhone,@GRVlagos
72,IamPete54,2023-01-01 08:28:41+00:00,0,Twitter for Android,@GRVlagos Happy new year to all obidients. God blessed all of you that believe in this new transformation.
73,AdesinaOyedele,2023-01-01 08:25:43+00:00,133,Twitter for Android,@AishaYesufu @YarKafanchan @NanaKazaure @FS_Yusuf_ @PeterPsquare @rudeboypsquare @HIldaDOkubo2 @GRVlagos @BOGbadams @doyinokupe @falzthebahdguy @mrmacaronii @Oolusegun_obj @GovWike @seyiamakinde @ObidientsGM @Morris_Monye @VictorIsrael_ @OBIDIENTDAILY @NgLabour @ruffydfire https://t.co/g7gDLkOoTL
74,AnahUgochukwu,2023-01-01 08:17:16+00:00,1,Twitter for Android,"@GRVlagos RHODES WE KNOW!
LP WE FOLLOW!"
75,AdedigbaMr,2023-01-01 07:43:00+00:00,0,Twitter Web App,"@GRVlagos Stop deceiving urself, he won't be president and u will not be governor of Lagos state this year."
76,tinablings2019,2023-01-01 07:22:30+00:00,0,Twitter for iPhone,@GRVlagos Happy new year my governor 🥂
77,MerijeOkoro,2023-01-01 06:52:49+00:00,1,Twitter for Android,@LUSTGARDEN2 @Nizzy_dee @CrushunYoo @MuhyideenOlowo @tobehenry @GRVlagos @GRVlagos2023 Bro its ok.....let this end...it adds no food to your table....God bless Nigeria and make us see the light this new year in Jesus name....Amen.  Happy new year
78,Mangakan_desu,2023-01-01 06:30:34+00:00,1,Twitter for Android,"@omotoyositysi @GRVlagos Yea, saw the news about the meeting and just also seen the court case after my comment. This should be the norm for all cases of violation is the point 👍🏾👍🏾"
79,omotoyositysi,2023-01-01 06:18:30+00:00,0,Twitter for Android,"@Mangakan_desu @GRVlagos Maybe you didn't follow the news, the lagos state governor went as far as visiting the IGP in abuja on this case, the police officer in question as been took to court and sent to prison."
80,seyiolembe,2023-01-01 06:12:23+00:00,0,Twitter for Android,@GRVlagos Happy new year my governor.
81,517p705,2023-01-01 05:20:30+00:00,30,Twitter Web App,"21 Days to end of PVC collection.
Go early, go before the rush.
Talk to 5 people

Don't let compromised INEC staff prevent 10 thousand of you from getting your PVC.
#PVCCountDown
~
cc:@GRVlagos @PeterObi @AishaYesufu @arranowanna @Jack_ng01 @NgLabour @urchilla01  @firstladyship https://t.co/z0dFy5MawB"
82,DimChukwuduruom,2023-01-01 05:09:03+00:00,1,Twitter for Android,"@GRVlagos Our incoming president of Nigeria, 
And the incoming governor of lagos state, una face show.
Happy new year to you guys. Don't lose focus, remember,  let's make Nigeria better."
83,Mangakan_desu,2023-01-01 04:13:44+00:00,0,Twitter for Android,"@omotoyositysi @GRVlagos Je clearly said ""the state will file petitionw against errimg officers"". Bad example is the case of Mrs Bolanle(?), through the AG, the state should already be in court with the police, not leave the case to the police to sanction their errant officer."
84,jorlanchi,2023-01-01 02:37:19+00:00,0,Twitter Web App,@JamiuAlapo @Beckvibes2 @GRVlagos You never know say na your blood brothers burn Una BRT!🤣🤣 just be sleeping!
85,jorlanchi,2023-01-01 02:23:58+00:00,0,Twitter Web App,"@Sajolatunde @JamiuAlapo @GRVlagos If you want me to giv u my no so we can debate this, I will gladly do that. We all know that Peter Obi can’t turn Nigeria to Dubai in 8years even if they give him dat opportunity but what we want is someone dat won’t take Nigeria lesser than where it is now"
86,OkpoOgban,2023-01-01 02:22:43+00:00,0,Twitter for iPhone,"@GRVlagos Wishing you a happy and blessed New Year !  
I did send you a message. Could you kindly check your DM?"
87,jorlanchi,2023-01-01 02:20:27+00:00,0,Twitter Web App,"@Sajolatunde @JamiuAlapo @GRVlagos Someone has made it clear that he never collected one naira from the govt coffers in a corrupt filled country like Nigeria and no one has come to refute this statement, not even EFCC and you say you don’t believe in him? Suffer no dey tire Nigerians I swear"
88,jorlanchi,2023-01-01 02:18:05+00:00,0,Twitter Web App,"@Sajolatunde @JamiuAlapo @GRVlagos Policies on what exactly?
He has so many legacies, you don’t know this cos u have refused to let your conscience know the truth by not wanting an Igbo man as president; probably. His legacies are too numerous to start typing. I believe u hv Google."
89,NigeriaVoteLP,2023-01-01 02:09:24+00:00,0,Twitter for iPhone,@GRVlagos Happy new year 🎆
90,jorlanchi,2023-01-01 01:50:29+00:00,1,Twitter Web App,"@Beckvibes2 @JamiuAlapo @GRVlagos Bro no need for insults, na him choice. We sha know say no reasonable person is supporting Tinubu for the betterment of Nigeria."
91,jorlanchi,2023-01-01 01:47:46+00:00,0,Twitter Web App,@JamiuAlapo @GRVlagos Because you fit wear tie and suit but no go school😁😁😁😁 asking respectfully
92,_InternetBandit,2023-01-01 01:47:35+00:00,0,Twitter for Android,@GRVlagos GRV of Lagos...
93,jorlanchi,2023-01-01 01:46:21+00:00,0,Twitter Web App,"@JamiuAlapo @GRVlagos 🤣🤣🤣🤣🤣 as E dey pain them, E go dey sweet us!! Lagos state belongs to your father abi? Are you educated? Don’t feel slighted, I want to know if I can really engage you in a convo or not. I only talk to educated pple in a matter like this"
94,PRINCEJUSTICE7,2023-01-01 01:44:38+00:00,0,Twitter for Android,@GRVlagos A year of GReat POssibilities
95,IgboDemon,2023-01-01 01:28:21+00:00,4,Twitter for iPhone,"@GRVlagos @chude__ Over here in Ikeja, people doesn’t know you, I think you have a lot of work to do before Election, you ain’t doing enough work, because no one knows you around this area, so I think you should up your game, and make lagosian know you more, no time again"
96,Iam_Gpphilipson,2023-01-01 01:01:40+00:00,0,Twitter for Android,@GRVlagos 🤲🏾🤲🏾🤲🏾🎤
97,lolo_ujunwa,2023-01-01 00:56:19+00:00,0,Twitter for Android,"@GRVlagos My governor!!! Twale! 🙌 
Your winning go shake Lagos

#OurLagos"
98,ucheinspires,2023-01-01 00:56:08+00:00,0,Twitter for Android,@GRVlagos You will be pleasantly surprised by your winning!
99,Samreformer,2023-01-01 00:50:13+00:00,0,Twitter for Android,@afrisagacity @Giddy81527497 @GRVlagos Sure 😊
100,Nizzy_dee,2023-01-01 00:44:24+00:00,0,Twitter for iPhone,@LUSTGARDEN2 @CrushunYoo @MuhyideenOlowo @MerijeOkoro @tobehenry @GRVlagos @GRVlagos2023 You attacked me I responded now you are asking of my likes ? You should be asking how many of your people welcome or treat other tribe the way YORUBAs of Lagos has accepted you. Bunch of hypocrites
101,AfolabiKeyinde,2023-01-01 00:30:50+00:00,1,Twitter Web App,@GRVlagos @ObiDientTvHQ https://t.co/BrOmRRGISo
102,LUSTGARDEN2,2023-01-01 00:29:46+00:00,0,Twitter for Android,"@MuhyideenOlowo @CrushunYoo @Nizzy_dee @MerijeOkoro @tobehenry @GRVlagos @GRVlagos2023 Their no need of any tribe to be jealous of another tribe, but I have discovered that igbophobia is indeed real, cos at any slightest discussion, your likes shift the discussion to Igbos, wether the discussion concerns them or not, so who is jealous of who ."
103,LUSTGARDEN2,2023-01-01 00:27:20+00:00,0,Twitter for Android,"@Nizzy_dee @CrushunYoo @MuhyideenOlowo @MerijeOkoro @tobehenry @GRVlagos @GRVlagos2023 You are the one jobless bro, I stated the fact, you telling me how you served in Calabar etc blabla, how many of your likes from the west leave in North west , North East, South South, South East etc, for them to be able to impact the community, the answer is few. So stop all dis"
104,bravolovesyou,2023-01-01 00:27:08+00:00,0,Twitter for Android,@GRVlagos @iamdpresident Happy new year my incoming Governor
105,AfolabiKeyinde,2023-01-01 00:12:25+00:00,6,Twitter Web App,@GRVlagos @ObiDientTvHQ https://t.co/GUPe6rPfEJ
106,Dahills9,2022-12-31 23:53:54+00:00,2,Twitter for Android,"@PeterObi_Radio @_weyimi @greenpurplerave @JosephOnuorah @Nkemchor_ @PO_GrassRootM @VictorIsrael_ @TakeBackNaija_ @GRVlagos @FS_Yusuf_ Happy New Year 🚀🚀🚀✨
This is the year we've been waiting for."
107,SammyTally2,2022-12-31 23:15:41+00:00,0,Twitter Web App,"@JamiuAlapo @jorlanchi @GRVlagos He said the pool is only for whites, in South AFRICA oh, on African Continent oh. Stop being tribalistic,  we are all Nigerians,  some are bad,  some are good....let the law deal with the bad ones. If u are adamant on your xenophobic stance then goodluck taking it into 2023!"
108,SammyTally2,2022-12-31 23:09:37+00:00,0,Twitter Web App,"@JamiuAlapo @jorlanchi @GRVlagos You are obviously following media narratives and too lazy to make your research.  I can't debate with such character! You want to justify South Africans,  what about the whites? Recently a white man in SA nearly drowned a black kid because of swimming pool."
109,SammyTally2,2022-12-31 23:05:13+00:00,0,Twitter Web App,"@JamiuAlapo @jorlanchi @GRVlagos Lol it's not about the crime Nigerians were committing,  Indians did more damage yet they were not treated like us, have you heard of the Gupta Brothers? They looted a full country yet no such reaction whatsoever.  It is pure jealousy and envy."
110,ChimaAnaba,2022-12-31 22:24:44+00:00,1,Twitter for Android,@GRVlagos @ceo_desk We are solidly behind you.🙏👍
111,omotoyositysi,2022-12-31 22:18:57+00:00,0,Twitter for Android,@Derek_fisher02 @GRVlagos Show me what ever obi build as a gov without tax or FAAC. Pls let not start sounding childish just to win an argument. How can u be asking me what tinubu build with is money when he was a gov don't you know that's an offense by law.
112,omotoyositysi,2022-12-31 22:15:08+00:00,0,Twitter for Android,"@Derek_fisher02 @GRVlagos This's the document that shows obi borrow money and how he borrowed them. The yellow hand over note is what we call teeming and lading in accounting, obi didn't leave any liquid cash aside the refund fed refunded, the foreign investment won't yield until 2031. https://t.co/RCubQlgE6M"
113,obidient_yusufu,2022-12-31 22:15:07+00:00,0,Twitter for iPhone,"@GRVlagos you need to work extra harder to consolidate on the voters in lagos who are already leaning towards lavour party. I’m sorry to say, from your effort so far it would be difficult for you to win if you don’t change your strategy. 1/2
#HappyNewYear #PeterObiForPresident"
114,elsambiz,2022-12-31 22:07:28+00:00,1,Twitter for Android,@GRVlagos @AishaYesufu Everyone votes for his interest know this and know peace
115,DebsolaF,2022-12-31 22:04:39+00:00,1,Twitter Web App,"@GRVlagos Happy new year to all obedient!
Victory is ours in Jesus name."
116,Derek_fisher02,2022-12-31 21:52:55+00:00,0,Twitter Web App,"@omotoyositysi @GRVlagos Pls, when you finish show me what tinubu built, I will give you $1000, the one he built without anybody's Tax. Pet Obi did not borrow did not leave debt and left money, you are there arguing with me about Tinubu a known drug leader and thief my guy go n wash your head for river."
117,omotoyositysi,2022-12-31 21:52:37+00:00,0,Twitter for Android,"@Derek_fisher02 @GRVlagos @Ojimadi My brother, i dont need to visit what obi did I know what he did, I use to have his ANIDS booklet then, if I did  roads, bridge (not even like the ones we have here in lagos o), return schools, invest in sabmiller, save money is what u call archivement then u need to relocate."
