,User,Date Created,Number of Likes,Source of Tweet,Tweet
1487,AdenikeAwe1,2022-12-24 11:59:09+00:00,0,Twitter for iPad,@GRVlagos Compliments of the season to you Bro
1488,Oladiranreuben,2022-12-24 11:57:24+00:00,0,Twitter for Android,"@Nizzy_dee @dr_chinwendu @Theophilus3Edeh @GRVlagos @GRVlagos2023 Bro, Asiko tito ki e tu oro Arayin pa o.
Awon omo aje okuta ma mu omi wonyi oki nse eniyan gidi, eronu o."
1489,Emmanue60284294,2022-12-24 11:55:39+00:00,6,Twitter for iPhone,@ayemojubar @inecnigeria @festokoye2003 @EU_SDGN @EUinNigeria @USinNigeria @EiENigeria @ruffydfire @seunokin @DSamsonItodo @ineclagos @GRVlagos If this continues till January we will embark on heavy protest
1490,ChidoNemanja,2022-12-24 11:54:59+00:00,0,Twitter for iPhone,"@BusariOluwatoy6 @bryllzlitu @drealjustndi @GRVlagos Thirdly, you &amp; I both know the picture one has in mind when we use the word “mob” a large number of persons right? do you also think that this “large number” is insignificant?"
1491,ChidoNemanja,2022-12-24 11:54:49+00:00,0,Twitter for iPhone,"@BusariOluwatoy6 @bryllzlitu @drealjustndi @GRVlagos Literally that’s not what it means bro! Secondly, those headless “mob” needs to be addressed since He Tinubu intends to be their president. Courtesy demands it! Do you think otherwise?"
1492,Oladiranreuben,2022-12-24 11:53:32+00:00,0,Twitter for Android,"@Nizzy_dee @Theophilus3Edeh @GRVlagos @GRVlagos2023 Bro, with all the comments here, eyin na ri wipe awon omo yamirin ti e ledi apo mo wonyi won ki nse eniyan gidi, olorun onije ki e kabamo nigbeyin o. Omo eni okin sedi bebere ka wa fi sidi omo elomiran o.
Oodua agbewa o."
1493,MelvinOdalonu,2022-12-24 11:53:03+00:00,3,Twitter for Android,@ayemojubar @inecnigeria @festokoye2003 @EU_SDGN @EUinNigeria @USinNigeria @EiENigeria @ruffydfire @seunokin @DSamsonItodo @ineclagos @GRVlagos The collection is a mess thanks to Inec staffs with help from APC
1494,GodsonAmodu,2022-12-24 11:52:30+00:00,0,Twitter for Android,"@OpintusShanti @abuwaj101 @drealjustndi @GRVlagos U are a bloody liar sir, the loan this not for d blue rail alone, they are other project attached to that loan. Research well before tweeting nonsense abeg. I bet u state gov hasn't done any thing close to that"
1495,OnyoluF,2022-12-24 11:51:24+00:00,1,Twitter for Android,@Obaoflondon2 @Nizzy_dee @KelvinBrant7 @GRVlagos @GRVlagos2023 The question to ask him is do his people go out of their state? To other state like the Igbos do?
1496,MrobasiallenC,2022-12-24 11:50:10+00:00,1,Twitter for Android,"@Amarachijoy1982 @GRVlagos You're wrong,APC is not known for completing projects,
Take note."
1497,mmayomi,2022-12-24 11:48:57+00:00,0,Twitter for Android,@Nizzy_dee @UgochukwuHilla4 @design_freek @GRVlagos @GRVlagos2023 It will soon be clearer. OBIdients attack every non Igbo. Keep supporting Obi.
1498,Oluwasesan1900,2022-12-24 11:48:29+00:00,0,Twitter Web App,"@cicontop @GRVlagos Why don't you criticize the mediocre leaders in your region? Why do you guys only see ""mediocre leaders"" in other regions while overlooking the utterly useless ones in your badly governed region?"
1499,Ifejiro1,2022-12-24 11:46:54+00:00,0,Twitter Web App,@Nairacodes @wandeo @GRVlagos Baba Agbado also signed an MOU since when and the blue line is still not 100% complete
1500,Oluwasesan1900,2022-12-24 11:45:43+00:00,2,Twitter Web App,"@Nizzy_dee @asunkybobo @GRVlagos @GRVlagos2023 Who exactly are the ""sons of the soil"" in Lagos? Gbadebo?"
1501,Ifejiro1,2022-12-24 11:45:41+00:00,0,Twitter Web App,@Nairacodes @wandeo @GRVlagos That's why he didn't waste how many billion dollars and abandon everything else in his state
1502,OnyoluF,2022-12-24 11:45:05+00:00,0,Twitter for Android,"@Nizzy_dee @UgochukwuHilla4 @design_freek @GRVlagos @GRVlagos2023 Do you know how many of your brothers who are mayor's , MP's in other countries? Your bigotry is legendary. Now get a life"
1503,ChigbuUrsula,2022-12-24 11:42:55+00:00,0,Twitter for Android,@TheLastBrigade @GRVlagos 🤣🤣🤣🤣🤣🤣but why?!!! See me reading your comment with one mindset and ended up laughing like I smoked on gas like that.
1504,Dapsieb,2022-12-24 11:40:13+00:00,0,Twitter for Android,"@kins7615 @JohnLaw01107528 @drealjustndi @GRVlagos That shows the level of understanding of governance among these people. And rather than calm down and learn,they prefer to display ignorance arrogantly."
1505,AdeleOnisuru,2022-12-24 11:39:13+00:00,0,Twitter for Android,@design_freek @Nizzy_dee @GRVlagos @GRVlagos2023 *Kogi state.
1506,jagabanolu,2022-12-24 11:38:43+00:00,1,Twitter for Android,"@Nizzy_dee @GRVlagos @GRVlagos2023 Abeg abeg no cry yet... when the chickens come home to roost, we go count you as one of those that supported a party and a man who does not care about your region!"
1507,NaijaGoldaMeir,2022-12-24 11:38:13+00:00,0,Twitter for Android,@Tommyhycinth @GRVlagos @DavidHundeyin Why not you?
1508,IsokoTolopia,2022-12-24 11:35:05+00:00,0,Twitter Web App,@AMAZINGDANNIEL @PeterObi @GRVlagos First know your country. Iam not from South East. Ode.
1509,AMAZINGDANNIEL,2022-12-24 11:33:23+00:00,0,Twitter for Android,@IsokoTolopia @PeterObi @GRVlagos Tell us about your SE. Are u getting value for your IGR? This Lagos dey enter una eye close am
1510,ubuntu_disciple,2022-12-24 11:33:15+00:00,4,Twitter for iPhone,@ayemojubar @inecnigeria @festokoye2003 @EU_SDGN @EUinNigeria @USinNigeria @EiENigeria @ruffydfire @seunokin @DSamsonItodo @ineclagos @GRVlagos @inecnigeria despite all the money to you people u sha want to be unfortunate . Give people their pvc’s haba
1511,Godwin_GCN,2022-12-24 11:20:36+00:00,0,Twitter for Android,@hundercoverr @bheehiive @Nizzy_dee @GRVlagos @GRVlagos2023 Just read what you typed again.. Does it make any sense to you?.. I guess Lagos is in Ghana or maybe Ethiopia.
1512,9jaSpeaksTruth,2022-12-24 11:19:04+00:00,2,Twitter for iPhone,@ayemojubar @inecnigeria @festokoye2003 @EU_SDGN @EUinNigeria @USinNigeria @EiENigeria @ruffydfire @seunokin @DSamsonItodo @ineclagos @GRVlagos @inecnigeria do something otherwise God go punish all of Una and Una family because the curse Nigerians will place on you people will never be broken. Do the right thing now
1513,reals1111,2022-12-24 11:18:20+00:00,2,Twitter for Android,@OGosaks @GRVlagos @BOGbadams @SavvyRinu @DeleFarotimi @NanaKazaure Hahaha...na so my brother ..Ogun ajaye 🙏🙏
1514,eniolababatund2,2022-12-24 11:07:54+00:00,1,Twitter for Android,"@GRVlagos Easy way to identify omo ale read d comment below&amp; see who like ur point, people who celebrate 1 litre of kerosene as big achievement https://t.co/M9SUorVZS7"
1515,sodunayo1,2022-12-24 11:06:56+00:00,2,Twitter for Android,"@ayemojubar @inecnigeria @festokoye2003 @EU_SDGN @EUinNigeria @USinNigeria @EiENigeria @ruffydfire @seunokin @DSamsonItodo @ineclagos @GRVlagos @inecnigeria! Come and call your people to order o!! Don't blame vote apathy on citizens this time around o, people really won vote na you staff dey mess up!!!"
1516,okanninuola,2022-12-24 11:05:28+00:00,0,Twitter for Android,@GRVlagos Lols what's this one selling?
1517,lord_saar,2022-12-24 11:04:01+00:00,0,Twitter for iPhone,"Where are the journalists, people of true conscience from the North? Why are they not speaking up about this killings in Southern Kaduna? @Dailytrustpdf @PremiumTimesng @cnni @ARISEtv @NigeriainfoFM @GRVlagos @thecableng @guardian @channelstv @POTUS @BBCBreaking @BBCAfrica"
1518,OGosaks,2022-12-24 11:02:58+00:00,0,Twitter for Android,@reals1111 @GRVlagos @BOGbadams @SavvyRinu @DeleFarotimi @NanaKazaure That's your AK 47 next February. Congratulations ✅👍🏾
1519,inno77631510,2022-12-24 11:02:32+00:00,1,Twitter for Android,@GRVlagos @williemcbam The man for the job
1520,IsokoTolopia,2022-12-24 10:56:24+00:00,98,Twitter for Android,"Come 25th Feb 2023 APC, Bat's Abracadabra politics fire shall be snuffed out by the @PeterObi's holy ghost water in Lagos. @GRVlagos
Is about time Lagosians begin to get  real value for their huge monthly IGR."
1521,Olokos4,2022-12-24 10:55:42+00:00,1,Twitter for Android,@GRVlagos Your posters is in our ❤️ me and my household are voting for LP top to bottom
1522,Promise_champ,2022-12-24 10:55:33+00:00,0,Twitter for Android,@GRVlagos They don't like it when you start making references like this. Criminals in power
1523,KingUzor3,2022-12-24 10:49:46+00:00,1,Twitter for Android,@GRVlagos ❤️❤️🇳🇬
1524,GodfreyGstar,2022-12-24 10:49:34+00:00,0,Twitter for Android,@ayemojubar @Nkemchor_ @inecnigeria @festokoye2003 @EU_SDGN @EUinNigeria @USinNigeria @EiENigeria @ruffydfire @seunokin @DSamsonItodo @ineclagos @GRVlagos @inecnigeria
1525,idikachima,2022-12-24 10:49:00+00:00,0,Twitter for Android,@Nizzy_dee @GRVlagos @GRVlagos2023 You must be a little boy one the tyre retrading factory in Aba was owned by odutola go and verify stop been a bigot.
1526,solidlikeogun,2022-12-24 10:48:33+00:00,0,Twitter for Android,@kins7615 @cicontop @GRVlagos A goat is wiser than you and your own father combined
1527,JohnLaw01107528,2022-12-24 10:37:14+00:00,0,Twitter for Android,"@kins7615 @Dapsieb @drealjustndi @GRVlagos If your FG is responsive the influence will reach the state, because if the FG has a policy that makes them pay for their mistakes instead of supporting some then we should have been better now."
1528,dzeune,2022-12-24 10:36:23+00:00,0,Twitter for Android,@toyinid78 @GRVlagos I'm listening
1529,josh__tntl,2022-12-24 10:34:43+00:00,0,Twitter for Android,"@Chuc__kky @GRVlagos Only children of perdition and anguish cry after every positive development. 

Oh it's now campaign year not election yr ?
LoL* the goal post has shifted. Dey play.

The blue rail phase 1 was done to ease gridlock and promote faster reach."
1530,JohnLaw01107528,2022-12-24 10:34:24+00:00,0,Twitter for Android,@kins7615 @drealjustndi @GRVlagos That's the lies they have fed you people to believe nig is not supposed to be great by now or maybe that other countries are bad compare to nig. Mind you i don't stay in nig so i know what we supposed to have that we don't have till now and maybe might not have it in yrs to come
1531,AdeleOnisuru,2022-12-24 10:34:07+00:00,2,Twitter for Android,"@design_freek @Nizzy_dee @GRVlagos @GRVlagos2023 Geographically they placed them in the North central but they are Yorubas....Get that into your head..They are the okuns,Yoruba tribe of Logo state..They have 6 local governments out of the 21 local government of the state...How can Igbo be going to represent Yoruba in the house?"
1532,josh__tntl,2022-12-24 10:34:02+00:00,0,Twitter for Android,"@Chuc__kky @CLOUDNii9 @GRVlagos Delta, Bayelsa and River get humongous share of oil money. Compare and contrast it's revenue with  development since 99?"
1533,KenWiwa4,2022-12-24 10:33:09+00:00,0,Twitter for iPhone,"@Nizzy_dee @GRVlagos @GRVlagos2023 He has the right to contest if he meet’s constitutional requirements The people will decide if they will vote for him or not.
However I feel your concern since this isn’t reciprocated anywhere in the SE. what’s good for the goose is also good for the gander in the SE."
1534,kins7615,2022-12-24 10:28:25+00:00,0,Twitter for Android,"@JohnLaw01107528 @Dapsieb @drealjustndi @GRVlagos Oga, d most responsible tier of Govt is d FG. I don't know how u can be lectured that d FG has no direct influence on a bad Gov like Orthom or Ishiaku who are heroes to some of u. That d only arm of govt to checkmate them is d State Legislature or the people who keep voting them"
1535,Amarachijoy1982,2022-12-24 10:26:35+00:00,4,Twitter for Android,"@GRVlagos @MrobasiallenC It will take APC government more than 50 years to build 3 mainland bridge, if it were now they started building it"
1536,kins7615,2022-12-24 10:25:27+00:00,0,Twitter for Android,"@JohnLaw01107528 @drealjustndi @GRVlagos So in countries where things work people don't engage on social media? 

Truth is, most of u do not know or have a clue of the things u come online to argue. U are just a member of a headless mob who has been told Nigeria is supposed to be utopia but for some imaginary persons."
1537,Powerburtonz,2022-12-24 10:22:18+00:00,0,Twitter for Android,@TheLastBrigade @GRVlagos Can't stop laughing...
1538,EbikaboweiDad,2022-12-24 10:20:30+00:00,0,Twitter for Android,"@ObaTojo @Oka4Nwa @GRVlagos @maxyspride see werey,backwardness?yet Anambra student are best,their admission score into unity school is far higher than urs,Obi even as ex Gov,is not mandated to buy transformer 4 his village,dey shld go nd tell Soludo, b4 I forget, Alausa ve sent rice to every wards,go n take Ur 1 derica"
1539,Chuc__kky,2022-12-24 10:19:11+00:00,0,Twitter for Android,"@josh__tntl @GRVlagos '99 election year
'2010 campaign year
'2022 campaign year

So what the fuck are you saying against my comment again??"
1540,GeorgeW07886134,2022-12-24 10:17:05+00:00,5,Twitter for Android,"@ayemojubar @inecnigeria @festokoye2003 @EU_SDGN @EUinNigeria @USinNigeria @EiENigeria @ruffydfire @seunokin @DSamsonItodo @ineclagos @GRVlagos This is the work of the APC, the fear of losing Lagos to LP. @inecnigeria can you see what your staffs are doing, this are the people that does not want Nigeria to move forward and they must be dealt with."
1541,Tina10955,2022-12-24 10:14:34+00:00,0,Twitter for Android,@GRVlagos Incoming Governor sha fine ooh 😁😁
1542,znolisx,2022-12-24 10:12:27+00:00,1,Twitter for iPhone,"@chima_akunwata @JosephOnuorah We need LP and @GRVlagos to dominate Lagos in 2023, Lagos is extremely crucial in the transformation of Nigeria and to the death of the Agbero wave in Nigeria, we might not survive it if APC wins in 2023 #ObiDients #OurLagos"
1543,JoseMar01251745,2022-12-24 10:11:58+00:00,1,Twitter for Android,"@ayemojubar @inecnigeria @festokoye2003 @EiENigeria @ruffydfire @seunokin @EU_SDGN @USinNigeria @EUinNigeria @DSamsonItodo @GRVlagos @ineclagos When we will want to change Nigeria, we'll protest. For now, since we're not ready, let's keep laying on our couches and crying on Twitter."
1544,nkemtosure,2022-12-24 10:10:54+00:00,0,Twitter for Android,@afrisagacity @GRVlagos Do u me Honda CrV
1545,Ijoyviva,2022-12-24 10:10:34+00:00,0,Twitter for iPhone,@GRVlagos @n_ennaa Merry Christmas 🎄
1546,Sylvia_Ikeji,2022-12-24 10:10:23+00:00,0,Twitter for iPhone,@ayemojubar @inecnigeria @festokoye2003 @EU_SDGN @EUinNigeria @USinNigeria @EiENigeria @ruffydfire @seunokin @DSamsonItodo @ineclagos @GRVlagos @inecnigeria attend to this
1547,OsasBenjizee,2022-12-24 10:07:00+00:00,0,Twitter for Android,"@SavvyRinu @GRVlagos @nnamani19 they were insulting and calling you out yesterday,  I wonder what these people are made of?"
1548,TheBernardSam,2022-12-24 10:05:41+00:00,0,Twitter for Android,"@ayemojubar @inecnigeria @festokoye2003 @EiENigeria @ruffydfire @seunokin @EU_SDGN @USinNigeria @EUinNigeria @DSamsonItodo @GRVlagos @ineclagos They tell us lessons would be learnt 😂😂

Is this the lesson you want to teach us? By disenfranchising Nigerians.

APC  so believe that you have performed for re election, then let all have a level playing field.

@inecnigeria please intervene"
1549,Jay_moore_k,2022-12-24 10:04:46+00:00,0,Twitter for iPhone,@ayemojubar @inecnigeria @festokoye2003 @EiENigeria @ruffydfire @seunokin @EU_SDGN @USinNigeria @EUinNigeria @DSamsonItodo @GRVlagos @ineclagos @inecnigeria just know that the people would be hitting the streets next .. I think @inecnigeria loves such approach
1550,thatYORUBAneega,2022-12-24 10:03:59+00:00,0,Twitter for Android,@tobehenry @Nizzy_dee @GRVlagos @GRVlagos2023 you're saying there are Yorubas in the East running for office?
1551,Nizzy_dee,2022-12-24 10:02:20+00:00,0,Twitter for iPhone,@asunkybobo @GRVlagos @GRVlagos2023 Exactly what has turned Lagos to this standard of bad governance because the representatives aren’t son of the soil and not willing to manage its resources very well since it’s not their home. Started with Tinubu
1552,IamEhikhale,2022-12-24 09:59:47+00:00,0,Twitter for Android,@ayemojubar @inecnigeria @festokoye2003 @EiENigeria @ruffydfire @seunokin @EU_SDGN @USinNigeria @EUinNigeria @DSamsonItodo @GRVlagos @ineclagos When the people choose violence over peace they will have sense by force.
1553,AlivetechGlobal,2022-12-24 09:57:05+00:00,0,Twitter for Android,@GRVlagos Incomer
1554,Chizzy83215149,2022-12-24 09:56:43+00:00,0,Twitter for Android,"@ayemojubar @inecnigeria @festokoye2003 @EiENigeria @ruffydfire @seunokin @EU_SDGN @USinNigeria @EUinNigeria @DSamsonItodo @GRVlagos @ineclagos After now, they will post not collected voters card. But Inec workers are the one causing the problem. @inecnigeria @SERAPNigeria"
1555,kizitombachu,2022-12-24 09:54:55+00:00,0,Twitter for Android,@ayemojubar @inecnigeria @festokoye2003 @EiENigeria @ruffydfire @seunokin @EU_SDGN @USinNigeria @EUinNigeria @DSamsonItodo @GRVlagos @ineclagos It*
1556,kizitombachu,2022-12-24 09:54:21+00:00,1,Twitter for Android,"@ayemojubar @inecnigeria @festokoye2003 @EiENigeria @ruffydfire @seunokin @EU_SDGN @USinNigeria @EUinNigeria @DSamsonItodo @GRVlagos @ineclagos I took me 2 days to collect mine here, after several hours of standing in the sun. They are short staffed and have lazy attitude in sorting out people's PVC. I think it's a deliberate effort to frustrate people so as to not collecting their PVC's"
1557,Jomeiza,2022-12-24 09:53:43+00:00,0,Twitter for Android,"@GRVlagos Yes, all I did was to give the correct perspective to issue raised by @GRVlagos and here you're dragging a political party which, you assume, I belong.
You don't actually want the good of the nation but rather to promote your own prejudice. Pls, count me out of your rattling."
1558,lifeasafrica,2022-12-24 09:50:37+00:00,26,Twitter for iPhone,@ayemojubar @inecnigeria @festokoye2003 @EU_SDGN @EUinNigeria @USinNigeria @EiENigeria @ruffydfire @seunokin @DSamsonItodo @ineclagos @GRVlagos This was my experienced last week after the inec staff told us to go and print the email from @inecnigeria . @ineclagos what is the madness behind this action ? But I later forced myself in like others and the guy in charge of #pvc stop attending to us at shomolu https://t.co/JsDjGrpL2W
1559,Jomeiza,2022-12-24 09:47:49+00:00,0,Twitter for Android,"@Oma39366060 @GRVlagos How can I relate with one hasn't been properly schooled either at home or in school, how?
I only informed us of truth which can be verified if want to but you come here with toxicity.
Who really needs, here, to chill?
My answer is *YOU*!"
1560,badmusadewale1,2022-12-24 09:47:33+00:00,0,Twitter for Android,@ComrAkwahg @GRVlagos Ok
1561,kayolagbaiye,2022-12-24 09:45:49+00:00,1,Twitter for Android,@JoshuaAyodeji_ @GRVlagos @JosephOnuorah The BATidiots will still jump on this and spin all sorts. Isn't this part of their Tinubu's Lagos?
1562,asunkybobo,2022-12-24 09:44:48+00:00,11,Twitter for Android,"@Nizzy_dee @GRVlagos @GRVlagos2023 TBVH nothing wrong in his candidacy. This is the kind of Lagos &amp; democracy Asiwaju developed. Let the people of his constituency determine his fate in a free &amp; fair election.
It also affirms the fact that Asiwaju will rather beg for votes that rig.
 Let him too beg people to win"
1563,Prodigy_ng,2022-12-24 09:42:33+00:00,0,Twitter Web App,@DebbySimon69 @chude__ make we just dey congratulate our incoming Governor of lagos down.. @GRVlagos
1564,tajudine2013gm2,2022-12-24 09:41:33+00:00,1,Twitter for Android,@GRVlagos Compliment of the Season 🎄🎄 https://t.co/cZKAa7QSMt
1565,kayolagbaiye,2022-12-24 09:40:33+00:00,0,Twitter for Android,"@GRVlagos I am surprised that I have just come across your handle here. I'm amazed at the sheer beauty of your plans and vision for Lagos. In many ways, you bring thoughts of the cerebral @BOGbadams ,the best Governor Lagos never had. You have my support, going forward... Cheers"
1566,AyodeleAliu2,2022-12-24 09:38:38+00:00,0,Twitter for iPhone,@GRVlagos Even your Federal Government could not do shit until buhari came that was when a modern train service was built in Nigeria.
1567,ComrAkwahg,2022-12-24 09:34:36+00:00,0,Twitter for Android,@emma_imediegwu @GRVlagos Another brother have gone nuts again
1568,ComrAkwahg,2022-12-24 09:33:49+00:00,0,Twitter for Android,@badmusadewale1 @GRVlagos Oil wey dey your head don sha dry up
1569,PERRYLAMB,2022-12-24 09:31:34+00:00,0,Twitter for Android,@GRVlagos Merry Christmas my beloved Dynamic Man
1570,Dardavy08,2022-12-24 09:31:23+00:00,0,Twitter for Android,@GRVlagos My Lagos my Governor my GRV!!!❤️❤️
1571,36Kinniun,2022-12-24 09:30:50+00:00,0,Twitter for Android,@Nizzy_dee @GRVlagos @GRVlagos2023 Continue supporting them. Wonma Gba Iya e Danu gbeyin ni.
1572,trafficbutter,2022-12-24 09:30:05+00:00,0,dlvr.it,"""@inyamaugochukwu: @drealjustndi @GRVlagos Lagos isn’t yet serious about solving its traffic issues."
1573,36Kinniun,2022-12-24 09:29:30+00:00,0,Twitter for Android,@KelvinBrant7 @NaijaNative @Nizzy_dee @GRVlagos @GRVlagos2023 Omo ale you have sold your land to demdem. Oloribu.
1574,reals1111,2022-12-24 09:29:00+00:00,65,Twitter for Android,"One of the 4 guys tweeting in a room just got his PVC...a YORUBA boy and FULLY OBIDIENT and @GRVlagos my governor..e pain u? Not my kwasain..victory is ours... 💪💪💪
@BOGbadams @SavvyRinu @DeleFarotimi @NanaKazaure #ObiDatti023 #po https://t.co/fFV0H2QCCG"
1575,ennygans4luv,2022-12-24 09:28:41+00:00,0,Twitter for Android,@NewageMr @FS_Yusuf_ @Ourlagosng @GRVlagos Lost
1576,KelvinBrant7,2022-12-24 09:28:13+00:00,0,Twitter for Android,@Nizzy_dee @CrushunYoo @GRVlagos @GRVlagos2023 Tor
1577,36Kinniun,2022-12-24 09:27:13+00:00,1,Twitter for Android,"@Nizzy_dee @oshedondada @GRVlagos @GRVlagos2023 Continue supporting those that will take your land from you and push you to Osa   ..... You never see anything. You think say, they like you? Omoo meme.🤣🤣"
1578,BinSheikh787,2022-12-24 09:25:39+00:00,0,Twitter for iPhone,@NdanusaIsaac1 @SavvyRinu @GRVlagos @nnamani19 Eleyi shiwa ninu bondage sha… ilaakaye re tira mole.
1579,AdekwaghJames,2022-12-24 09:23:34+00:00,0,Twitter for Android,@GRVlagos Would have taken them to 60 years
1580,GbolaOlayinka,2022-12-24 09:22:16+00:00,0,Twitter Web App,@davkaptionthis @GRVlagos To retrogressive folks🤣🤣🤣
1581,Nizzy_dee,2022-12-24 09:20:16+00:00,0,Twitter for iPhone,"@KelvinBrant7 @CrushunYoo @GRVlagos @GRVlagos2023 No vex I just saw it, WELL DESERVED"
1582,victorE71323720,2022-12-24 09:19:04+00:00,0,Twitter for Android,@GRVlagos My incoming governor. Keep basking in the euphoria of success
1583,KelvinBrant7,2022-12-24 09:17:18+00:00,0,Twitter for Android,"@Nizzy_dee @CrushunYoo @GRVlagos @GRVlagos2023 Are you blind to see the words he uses 
*oloriburuku omo ale*"
1584,inyamaugochukwu,2022-12-24 09:16:39+00:00,0,Twitter for iPhone,@drealjustndi @GRVlagos Lagos isn’t yet serious about solving its traffic issues.
1585,Nizzy_dee,2022-12-24 09:10:28+00:00,0,Twitter for iPhone,"@KelvinBrant7 @CrushunYoo @GRVlagos @GRVlagos2023 So he curse you ? 

Make I leave scope"
1586,TuTundejoseph2,2022-12-24 09:01:28+00:00,0,Twitter for Android,"@afrisagacity @GRVlagos It's a prank it can not be real 😂😂😂😂😂😂😂
Bunch of jokers"
1587,tajudine2013gm2,2022-12-24 08:57:57+00:00,3,Twitter for Android,@afrisagacity @GRVlagos Huspuppy! Very use!ess set of people. https://t.co/mSbSMmg76x
1588,OmoniyiAdekunl5,2022-12-24 08:49:55+00:00,1,Twitter for Android,@Mokson2Larry @GRVlagos @SaveVidBot please save download
1589,Nizzy_dee,2022-12-24 08:47:58+00:00,0,Twitter for iPhone,"@KelvinBrant7 @CrushunYoo @GRVlagos @GRVlagos2023 Must you insult your own ? 😩😩 Shey no be the same love we get for Obi? 

Una don dey overdo things abeg, we have our moral and don’t let PO’s love cloud it. 
After all they are all politicians we are only investing our HOPE on PO and remember anybody fit fuck up."
1590,dammyjay,2022-12-24 08:44:11+00:00,4,Twitter for iPhone,"@GRVlagos Yes ooo👍, Lagos that will benefit  &amp; work for all not just a few political class and thugs, their families and friends. Lagos wt projects dat have human face and values, not projects to embezzle public funds &amp; make it look like you re doing people some favour."
1591,Nizzy_dee,2022-12-24 08:43:31+00:00,0,Twitter for iPhone,"@PPatken @Olatunjiposlat @GRVlagos @GRVlagos2023 Are they vying for positions to represent the people, will you allow a fulani man represent NNewi at the red chambers. There are lots of Yoruba speaking igbo too"
1592,Nizzy_dee,2022-12-24 08:41:57+00:00,0,Twitter for iPhone,"@adurojadgreat @GRVlagos @GRVlagos2023 Pele being Obidient doesn’t stop me from being a realist, he no fit enter e sure for me but he dey counterd campaign for Ibeju Lekki."
1593,Kingsleymtv,2022-12-24 08:40:53+00:00,1,Twitter for Android,@GoddardChidubem @GRVlagos Please remind me to reply you when you finally write something intellectual as I've engaged you
1594,Nizzy_dee,2022-12-24 08:40:38+00:00,0,Twitter for iPhone,@godwinner05 @timothy_Baswat @GRVlagos @GRVlagos2023 I’m talking about a village where APC is a stronghold we are trying to break loose from. The oldies are directed through kinsmen if we can make them understand Obi as one NIGERIA how do we treat that of OKOYE ? And it’s the partly logo in short OKOYE is used to counter us
1595,plug_ambassador,2022-12-24 08:39:34+00:00,0,Twitter for Android,@kris4tune @Eje_ano @Olufunmilade_13 @JosephOnuorah @NgLabour @TakeBackNaija_ @ChigozieIAlex @Nkemchor_ @TheOfficialPOMA @omoelerinjare @chude__ @YunusaTanko @PeterObi @FS_Yusuf_ @GRVlagos God will achieve this using people. So we must continue to prevail on @inecnigeria to stay neutral and allow Nigerians ride on its back to achieve this revolution we desire.
1596,hundercoverr,2022-12-24 08:36:45+00:00,1,Twitter for iPhone,@Godwin_GCN @bheehiive @Nizzy_dee @GRVlagos @GRVlagos2023 They’re citizens of those countries sir. That’s the difference. Are you a lagosian by Origin ?
1597,DibuaPeter,2022-12-24 08:34:10+00:00,1,Twitter for Android,@wandeo @JohnLaw01107528 @Ifejiro1 @GRVlagos Is Ur Bola Tinubu from Lagos state self
1598,hundercoverr,2022-12-24 08:33:57+00:00,1,Twitter for iPhone,@Nizzy_dee @timothy_Baswat @GRVlagos @GRVlagos2023 They know what they’re doing bro. If westerners sleep lasan. Them go start to dey dictate Oba and others alike. Never seen people that don’t know boundaries like them in my life.
1599,usmanlanrea,2022-12-24 08:32:54+00:00,0,Twitter for Android,@GRVlagos God will give you victory sir.
1600,factfactos,2022-12-24 08:32:39+00:00,1,Twitter for iPhone,"@afrisagacity @GRVlagos Go and rescue ibo land, thanks."
1601,Nizzy_dee,2022-12-24 08:28:49+00:00,0,Twitter for iPhone,@Olanrekayode @tobehenry @GRVlagos @GRVlagos2023 Like I said IBEJU LEKKI is an indigenous part of Lagos na village wey development just they reach. No be everywhere for Lagos be metropolis
1602,IPeterObi2023,2022-12-24 08:28:09+00:00,0,Twitter for Android,@dominion4sure @ObaTojo @GRVlagos @maxyspride Not one dear. They will say he paid their waec fees. He'd pay after making their parents dine in penury
1603,Onabo4,2022-12-24 08:25:44+00:00,0,Twitter for Android,"@drealjustndi @GRVlagos This can't even happen in Lagos! They will use that 3years for court case. Let leave that for city Ibadan, Onitsha Abuja and soon"
1604,GoddardChidubem,2022-12-24 08:15:09+00:00,0,Twitter for Android,"@Kingsleymtv @GRVlagos I'm waiting for you to correct that agbado guy who was found blabbing like a 6 months old child at the Town Hall meeting. Then the other Fulani guy as well. I don't think they know ""governorship form is not beans"" not to talk of presidential form."
1605,Olusola1089,2022-12-24 08:07:22+00:00,1,Twitter for Android,"@GRVlagos Sir, you are not doing enough to sensitive the people on your candidacy."
1606,Olanrekayode,2022-12-24 08:06:22+00:00,0,Twitter for Android,@Nizzy_dee @tobehenry @GRVlagos @GRVlagos2023 In Lagos? not Osogbo oo
1607,IkeBogs,2022-12-24 07:59:29+00:00,0,Twitter for Android,@GRVlagos 😁
1608,Godwin_GCN,2022-12-24 07:55:54+00:00,0,Twitter for Android,@hundercoverr @bheehiive @Nizzy_dee @GRVlagos @GRVlagos2023 But you celebrate Nigerians taking similar positions abroad
1609,adurojadgreat,2022-12-24 07:54:59+00:00,0,Twitter for Android,@Nizzy_dee @GRVlagos @GRVlagos2023 What nonsense is this ethnic bigot vomiting here. For you it is all about ethnicity. MUMU.
