,User,Date Created,Number of Likes,Source of Tweet,Tweet
4422,OlaideSanusii,2022-12-27 14:00:56+00:00,24,Twitter for iPhone,Present day of Ikeja Train Station being constructed be @followlasg. @jidesanwoolu this is Lord Lugard work of 1889 you are doing. https://t.co/MsVZeFw2jV
4423,followlastma,2022-12-27 14:00:04+00:00,15,Twitter for Android,"The Management and entire Staff of LASTMA celebrate an admirable &amp; inspiring leader, the Permanent Secretary, Ministry of Transportation, Engr. AbdulHafiz Gbolahan Toriola.
Happy Birthday Sir. 

@followlasg
@jidesanwoolu
@lagosmot18 
@dr_oladeinde 
@Sola_Giwa 
@Mr_JAGS https://t.co/n6kCnXyELj"
4424,farmuchi,2022-12-27 13:59:21+00:00,0,Twitter for iPhone,@jidesanwoolu honestly you’ve been the most insensible governor we’ve ever had in lagos state…under your watch has been various killings of innocent citizens by the @PoliceNG ..I’ve got one on one encounter with these demons…shame on you gov..resign ASAP.@SaharaReporters
4425,legelegenani,2022-12-27 13:59:18+00:00,0,Twitter for iPhone,"@plot431 You wey dey untop bike wan do bridges wey @jidesanwoolu no do, all this igbo boyz unna don come again I heard you saying make they contribute money’ if you do anyhow for Lagos if awon loba loba cash you !"
4426,abbeyimpact,2022-12-27 13:58:55+00:00,0,Twitter for Android,@Mr_JAGs @jidesanwoolu *those
4427,akerele_s,2022-12-27 13:53:40+00:00,9,Twitter for Android,"@AishaYesufu Haa, it was  just noise making from the beginning. @officialABAT lokan he is the next president of Nigeria. He worked for it. He has paid his price. Sorry, @AishaYesufu,tell your boyfriend to step down. Vote TINUBU for better Nigeria. Vote @jidesanwoolu for better EKO @KemPatriot"
4428,SadiqAkanmu,2022-12-27 13:46:45+00:00,0,Twitter for iPhone,"@akerele_s @jidesanwoolu @KemPatriot Of cos, Macaroni na omo ale https://t.co/apaO06JYAI"
4429,Demo_Fedz,2022-12-27 13:43:32+00:00,0,Twitter for Android,@akerele_s @jidesanwoolu @KemPatriot @mrmacaronii Dem say you're a boy.
4430,c_nwuzor,2022-12-27 13:42:41+00:00,0,Twitter for Android,@akerele_s @jidesanwoolu @KemPatriot You are referring to him as a thing... Why didn't you just ignore an action perpetrated by a thing. Language matters!
4431,temi_999,2022-12-27 13:42:30+00:00,1,Twitter for iPhone,@akishol @followlasg @jidesanwoolu @drobafemihamzat @LasepaOfficial @gbenga_omo @hmokunola_ @fjaji Report them to @LasepaOfficial
4432,zbnfam,2022-12-27 13:36:09+00:00,0,Twitter for Android,"@jidesanwoolu, that is the governor."
4433,abbeyimpact,2022-12-27 13:33:46+00:00,0,Twitter for Android,@Mr_JAGs @jidesanwoolu Lagos State Government has failed when it comes to transportation. It is does outside Lagos that you can be giving all these lamba.
4434,Oluomosdm,2022-12-27 13:33:31+00:00,0,Twitter Web App,"@jidesanwoolu is working, while Lagos is moving forward."
4435,sylphyrosey,2022-12-27 13:32:12+00:00,1,Twitter for Android,"@saheed_adesope @jidesanwoolu @PeterObi @woye1 @sulayamusa @Mario9jaa @SWA4Sure @AjoseGaniat @Mz_Tosyn @_Abenyy @Nazychi217 @aina_oyebanji @HaadiJimoh Stop saying somebody said, say it with your full chest. We will still vote Peter Obi sha. And he will be Nigeria's Next President."
4436,lukmani45,2022-12-27 13:31:39+00:00,0,Twitter for Android,@jidesanwoolu
4437,charlie_vampire,2022-12-27 13:30:49+00:00,0,Twitter for iPhone,For the record…. Voting out @jidesanwoolu is to end godfatherism…. To bring in sincere leadership… to open government and its activities… proper audits and procurement!!  #WeCanDoBetter
4438,OpeagbeOpeyemi,2022-12-27 13:27:30+00:00,1,Twitter for Android,Investors! @jidesanwoolu urgent action is needed to put an end to the craziness of legally paying for land and even obtaining permits but yet being disturbed by people who collect money for every stage of project development!
4439,Awoyelu,2022-12-27 13:26:53+00:00,0,Twitter for iPhone,@DrAdamsadebayo @jidesanwoolu I believe you
4440,Oluwasesan1900,2022-12-27 13:23:37+00:00,7,Twitter Web App,"@Prideoflondon11 @Josegram93 @OvieNews @followlasg @jidesanwoolu So, why are your own governors in your own region not doing their work?"
4441,ErisiMazy,2022-12-27 13:19:40+00:00,10,Twitter for Android,"@Makuachukwu4Ada @jidesanwoolu @PeterObi So this is how you will now be saying tinubu's Nigeria. God forbid BAT thing.  Your mumu never do . I thought you ran out from tweeter. . Anyway, welcome. You go collect wotowoto. In the meantime . Remember to https://t.co/T3qSwNBs8K"
4442,Prideoflondon11,2022-12-27 13:15:49+00:00,0,Twitter for iPhone,@Josegram93 @OvieNews @followlasg @jidesanwoolu Oga na their work so na normal thing. No let small doings remove your mind from reality. Just stating the obvious..no vawulence ment✌️
4443,mikkyalat,2022-12-27 13:14:57+00:00,0,Twitter for iPhone,@akerele_s @jidesanwoolu @KemPatriot Why calling on Nigerians? Make we help you unblock yourself nah. Leemao
4444,tundeburna_,2022-12-27 13:14:28+00:00,0,Twitter for iPhone,@Benlexy2 @SavvyRinu @mrmacaronii @daddykukiss @jidesanwoolu You vote for sanwolu? 😆
4445,WAJU73,2022-12-27 13:12:38+00:00,0,Twitter for Android,"IGP Reacts To Killing Of Lagos Female Lawyer, Bolanle Raheem On Christmas Day https://t.co/5WHTAAodTa  @PoliceNG @jidesanwoolu"
4446,9jamade_me,2022-12-27 13:10:12+00:00,0,Twitter for iPhone,@Mr_JAGs @igieweosazee @jidesanwoolu Thanks bami
4447,babsozone,2022-12-27 13:09:36+00:00,0,Twitter Web App,"Lagos has been producing Governors with Class not until recently  we do have Governor of Class, Celebritity Governor. @jidesanwoolu #liftbanonokada"
4448,Mr_JAGs,2022-12-27 13:06:50+00:00,9,Twitter for iPhone,@igieweosazee @jidesanwoolu BLUE LINE
4449,DrAdamsadebayo,2022-12-27 13:06:14+00:00,1,Twitter for Android,@jidesanwoolu For peace and tranquility of our Nation we need more than the tolerance of our religious leaders let them speak the truth to our political leaders ..what Man can do God will not do it ..prayers with actions are needed .
4450,babsozone,2022-12-27 13:05:55+00:00,1,Twitter Web App,"Light train convey more than 250, 000 daily but millions of people were denied to their living style daily by the same Governor. Very good decision of a Dictator. A good LEGACY! #liftbanonokda @jidesanwoolu"
4451,FunshoBeckley,2022-12-27 13:05:34+00:00,0,Twitter for Android,"@bolaores @followlasg @jidesanwoolu @drobafemihamzat @gboyegaakosile @gbenga_omo @fjaji @hmokunola_ @Mr_JAGs I see. Your tweet was clumsy...
Gov.Sanwoolu's decision to SPEED UP prosecution of the KILLER COP is the ideal thing to do. You can't say ""That's not enough"""
4452,TomiwaOlatunji_,2022-12-27 13:05:06+00:00,2,Twitter for iPhone,@Mr_JAGs @jidesanwoolu Something Flora Shaw paid for in 1950 😂
4453,Mr_JAGs,2022-12-27 13:01:35+00:00,2,Twitter for iPhone,@9ja_we_live @igieweosazee @jidesanwoolu Not commissioned yet …. We only marked it’s infrastructural completion ….. Mr President is coming to commission proper
4454,OpeagbeOpeyemi,2022-12-27 12:59:39+00:00,1,Twitter for Android,We are not ready. We will scare investors in this country! When the ease of doing business becomes terribly expensive due to area boys or land grabbers! @ProfOsinbajo @jidesanwoolu @drobafemihamzat
4455,DieuEmeka,2022-12-27 12:58:07+00:00,0,Twitter for Android,"@kolawoleolowo1 @akerele_s @jidesanwoolu @KemPatriot Unfortunately, you don't understand. So sorry. I cannot help you."
4456,9jamade_me,2022-12-27 12:57:51+00:00,0,Twitter for iPhone,@igieweosazee @Mr_JAGs @jidesanwoolu Blue line commissioned last week
4457,MichaelOvie9,2022-12-27 12:57:33+00:00,0,Twitter for Android,"@citibuildingsng @InibeheEffiong @BenHundeyin @MobilePunch @wakawaka_doctor @jidesanwoolu @channelstv @UNHumanRights @BBCNigeria So long as the person killed is not a fulani warrior, this country must remain united no matter the cost. This is the price that must be paid to make Nigeria one and great. People who believe in this country should be ready to donate more souls to keep it united."
4458,DieuEmeka,2022-12-27 12:53:36+00:00,0,Twitter for Android,@yankiebe @akerele_s @jidesanwoolu @KemPatriot The burden of leadership is not a light one. It is very heavy. Trivialising this responsibility on the altar of ethnicity and tribalism tainted politics is the height of wickedness and lack of empathy. It is even blood curdling. There will always be a day of judgement.
4459,dolawanle,2022-12-27 12:53:35+00:00,15,Twitter for iPhone,"Has anyone seen the photo of Drambi Vandi, d policeman who killed the Lagos lawyer Bolanle Raheem anywhere? That is how d authorities protect these villains. What is stopping @PoliceNG and @jidesanwoolu from revealing his identity? I hope this is not another attempt to coverup."
4460,deerejojoh,2022-12-27 12:53:01+00:00,1,Twitter for Android,@citibuildingsng @BenHundeyin @InibeheEffiong @MobilePunch @wakawaka_doctor @jidesanwoolu @channelstv @UNHumanRights @BBCNigeria Sigh 😔
4461,kolawoleolowo1,2022-12-27 12:52:07+00:00,0,Twitter for Android,"@DieuEmeka @akerele_s @jidesanwoolu @KemPatriot ""A woman lost her life unnecessarily under Sanwoolu's watch"". Wow. The governor should watch every officer now. The governor should man our gates. Bus stops, Airport. Mr Governor Pele. E no easy. Nigerians, God!"
4462,igieweosazee,2022-12-27 12:48:42+00:00,0,Twitter for Android,@Mr_JAGs @jidesanwoolu Which one did Fashola start?
4463,org24endy_dan,2022-12-27 12:47:52+00:00,0,Twitter for Android,@akerele_s @jidesanwoolu @KemPatriot Did he lie? Is Lagos state save for you?
4464,jadeyversat,2022-12-27 12:45:30+00:00,1,Twitter for Android,@Sheffy124 @EasYQuality @Josegram93 @OvieNews @followlasg @jidesanwoolu Nicely located close to the airport.
4465,citibuildingsng,2022-12-27 12:43:55+00:00,20,Twitter for Android,"Official statement on the demise of BARR BOLANLE RAHEEM 

@BenHundeyin @InibeheEffiong @MobilePunch @wakawaka_doctor @jidesanwoolu @channelstv @UNHumanRights @BBCNigeria https://t.co/xpjjWBFsHf"
4466,ihailyoutoo,2022-12-27 12:42:58+00:00,0,Twitter for iPhone,@IkejaElectric OLUYOMBO street precisely in Ikosi hasn’t had light since yesterday. Every other environment around Ikosi has light. Kindly help us @LasgoOfficial @LASGWorks @jidesanwoolu
4467,deji_007,2022-12-27 12:36:25+00:00,0,Twitter Web App,@jidesanwoolu @FemiHamzat @femigbaja @lshaofficial
4468,Daniel777chi,2022-12-27 12:34:43+00:00,4,Twitter for iPhone,@Makuachukwu4Ada @jidesanwoolu @PeterObi Interpretation means we now have future investments in Nigeria Lagos 🇳🇬 now our country has future investments in that nation called Nigeria so if they do not pay back our money go and claim their states 🧏🏽‍♂️🧏🏽‍♂️🧏🏽‍♂️🤡🤡
4469,Daniel777chi,2022-12-27 12:33:47+00:00,1,Twitter for iPhone,@adesanya_oye @Makuachukwu4Ada @jidesanwoolu @PeterObi Interpretation means we now have future investments in Nigeria Lagos 🇳🇬 now our country has future investments in that nation called Nigeria so if they do not pay back our money go and claim their states 🧏🏽‍♂️🧏🏽‍♂️🧏🏽‍♂️🤡🤡
4470,emem4encore,2022-12-27 12:33:18+00:00,0,Twitter for Android,"@jidesanwoolu Lagos can have the undergrounds too.. Just turn us to mouse like London people, it will decongest the roads and reduce emissions. You can do it Mr Sanwó Eko, i believe you."
4471,TheJagaban,2022-12-27 12:30:59+00:00,2,Twitter for iPhone,"@OvieNews In other news:

Lagosians to pay minimum of 1500 monthly (that’s 5% of minimum wage) for waste disposal. Thanks to @jidesanwoolu and @Lawma_gov for the increase as income remains stagnant.

Can’t waste be based on weight/tonnes so people can embrace eco-friendly lifestyle? https://t.co/MxPztoB0Vz"
4472,MosheFalade__,2022-12-27 12:30:38+00:00,0,Twitter for iPhone,@2049_rain_man @jidesanwoolu 😭😂
4473,1st_December,2022-12-27 12:29:27+00:00,2,Twitter for iPhone,"@Mr_JAGs @jidesanwoolu No sleep for the hater’s of quality progress.

Come February a ma fi ibo le won lo"
4474,jagabanists,2022-12-27 12:27:42+00:00,0,Twitter for Android,"@MobilePunch I think @MobilePunch should direct your complaint to @PoliceNG. 

Don't come here to ask cheap political question please?

When police didn't take order from the @jidesanwoolu did you ask this question then?

@officialABAT is coming to fix Nigeria security challenges."
4475,idrisbanj,2022-12-27 12:26:13+00:00,0,Twitter for Android,"@jidesanwoolu We done Mr. governor, pls don't forget us in ijedodo community area of ijegun"
4476,TheJagaban,2022-12-27 12:25:18+00:00,3,Twitter for iPhone,"@TheNationNews Lagosians to pay minimum of 1500 monthly (that’s 5% of minimum wage) for waste disposal.

Can’t waste be based on weight/tonnes so people can embrace eco-friendly lifestyle.

See why Lagos is the one of the worst places to live.

Say NO to @jidesanwoolu and @officialABAT in 2023 https://t.co/FnNE7WrhLX"
4477,jmsrealist,2022-12-27 12:23:19+00:00,0,Twitter for Android,"@mrmacaronii @jidesanwoolu reply this tweet jor, your Lagos is a warzone, I was almost kidnapped in October"
4478,Jani4Tijani,2022-12-27 12:19:27+00:00,0,Twitter for Android,"Once upon a time @NGFSecretariat @NGW_Forum were peer review platforms o

@RealAARahman @OlufolakeAA @OfficialAPCNg @Kwara_APC #IroyAARamoni suppose emulate @jidesanwoolu @JokeSanwoolu in commissioning infrastructure projects n children xmas party instead of libel n lies o
#Osuwa https://t.co/LkxTcEx0p7"
4479,xndagi,2022-12-27 12:17:25+00:00,1,Twitter for iPad,"@akerele_s @jidesanwoolu @DeboMacaroni01 @officialABAT @KemPatriot @DeboMacaroni01 is a big fool na, don’t you know."
4480,Palpee5,2022-12-27 12:16:46+00:00,0,Twitter for Android,@followlasg @jidesanwoolu @drobafemihamzat @LasepaOfficial @gbenga_omo @hmokunola_ @fjaji Wickedness ....
4481,melaninnewsHQ,2022-12-27 12:15:56+00:00,0,Twitter Web App,"#UPDATE: @jidesanwoolu  has responded to the unjust killing of #BolanleRaheem 

Read more here 👉https://t.co/o5s4BVKeLM

Bobrisky ~ Wizzy~ Oloni~ South Africans ~  Yorubas ~ Burna"
4482,onabanjosamuel,2022-12-27 12:13:44+00:00,0,Twitter for Android,@BJAdeparusi @jidesanwoolu Oga calm down drink cold water because I don't know why your blood dey hot
4483,OlusegunFamakin,2022-12-27 12:10:54+00:00,0,Twitter for Android,"@yinkus772003 @jidesanwoolu Most of them are self blinded, deafening to know. Tell them PH refinery is testing, tell them Imota is producing EKO rice, Siemens, etc they will tell you nothing is working. They are sworned to use their tongues to scatter Nigeria destiny, but they shall FAIL in Jesus name"
4484,bolaores,2022-12-27 12:06:35+00:00,0,Twitter for Android,"@FunshoBeckley @followlasg @jidesanwoolu @drobafemihamzat @gboyegaakosile @gbenga_omo @fjaji @hmokunola_ @Mr_JAGs I said I have PTSD when I see police , you now say I should reach out to IGP"
4485,TheJagaban,2022-12-27 12:05:48+00:00,0,Twitter for iPhone,"Mr &amp; Mrs @officialABAT and @oluremitinubu of @followlasg govt of the @OfficialAPCNg through @jidesanwoolu has increased the suffering of Lagos

Lagosians to pay at least 5%  minimum wage on waste disposal.

SAY NO TO APC IN 2023.

Wike
Soludo 
Sokoto
Kano
Chimamanda 
Oloni
Burna https://t.co/lYCeiFj9Eq"
4486,lagos_prophet,2022-12-27 12:03:59+00:00,2,Twitter for iPhone,@Mayor1976 @saheed_adesope @jidesanwoolu @PeterObi @woye1 @sulayamusa @Mario9jaa @SWA4Sure @AjoseGaniat @Mz_Tosyn @_Abenyy @Nazychi217 @aina_oyebanji @HaadiJimoh The slaves think development is spending revenue generated for almost two decades on a white elephant 🤡.
4487,Matin7781,2022-12-27 12:02:38+00:00,0,Twitter for Android,@imran_services @tfk_gawat @jidesanwoolu @followlasg This is what happens when the govt weaponize poverty.
4488,SummitSouthwest,2022-12-27 12:01:58+00:00,2,Twitter Web App,"#BeyondThisMoment #SWYS 
Countdown to the biggest youth event in Southwest Nigeria. #3ODaysToGo

@ProfOsinbajo @RotimiAkeredolu @jidesanwoolu @AAdeleke_01 @biodunaoyebanji @dabiodunMFR @seyiamakinde @ekitistategov @OndoStateGovt @oyostategovt @followlasg @OGSG_Official https://t.co/rkmC0XVt3y"
4489,Sheffy124,2022-12-27 11:58:51+00:00,3,Twitter for Android,@EasYQuality @Josegram93 @OvieNews @followlasg @jidesanwoolu From ikeja along to airport road
4490,dejavu112,2022-12-27 11:58:31+00:00,0,Twitter for Android,@adesanya_oye @yinkus772003 @jidesanwoolu All these agencies you just mentioned above are major parts of Nigerias problem. They are supposed to showcase the achievements of the govt and steps its taking to solve issues.
4491,BJAdeparusi,2022-12-27 11:58:07+00:00,0,Twitter for Android,@jidesanwoolu Congratulations Sir.
4492,BJAdeparusi,2022-12-27 11:57:08+00:00,0,Twitter for Android,"@onabanjosamuel @jidesanwoolu What do you expect especially during peak hours?

People no dey stand inside train for overseas?

Your question was not necessary."
4493,lagos_prophet,2022-12-27 11:56:00+00:00,1,Twitter for iPhone,@Chiefudo @saheed_adesope @jidesanwoolu @PeterObi @woye1 @sulayamusa @Mario9jaa @SWA4Sure @AjoseGaniat @Mz_Tosyn @_Abenyy @Nazychi217 @aina_oyebanji @HaadiJimoh May your days be long. They’re praising sanwolu for one of the biggest heists in Nigerian history.
4494,nig_tps,2022-12-27 11:52:58+00:00,0,Twitter for Android,@thecableng @jidesanwoolu It's now you realise that you cannot seat back watching citizens to be killed. DEAR Mr governor if will can stay the reality and truth your regime is the most corrupted and worst in the lagos.
4495,OvieNews,2022-12-27 11:50:08+00:00,37,Twitter for iPhone,@Mr_JAGs @jidesanwoolu A performer @jidesanwoolu
4496,AdedefeM,2022-12-27 11:47:50+00:00,0,Twitter for iPhone,@followlasg @jidesanwoolu @drobafemihamzat @LasepaOfficial @gbenga_omo @hmokunola_ @fjaji Political exploitation at its very peak
4497,Simpleribk,2022-12-27 11:47:27+00:00,0,Twitter for Android,"@AjoseGaniat @jidesanwoolu @followlasg @Mr_JAGs They are govt tools used to cause chaos/snatch ballot during election or used to support their patrol agencies to make arrests. Same elements damaged govt property during EndSars and they claimed peaceful protesters did it. You get a mind do video, very dangerous n get provoked."
4498,ayomiisbae,2022-12-27 11:45:44+00:00,0,Twitter for Android,@imran_services @tfk_gawat @jidesanwoolu @followlasg Who brought agbero to Lagos
4499,MosesIkem2,2022-12-27 11:45:29+00:00,0,Twitter for Android,@akerele_s @princewalll @jidesanwoolu @KemPatriot You just a tribal bigot. No offense to you level of education if really.
4500,Mr_JAGs,2022-12-27 11:45:20+00:00,371,Twitter for iPhone,"Ordinary small noise we made on BLUE LINE Rail … Some people cannot sleep well …… RED LINE Rail was started by Governor @jidesanwoolu just last year and early next year, we will be completing it … Brace Yourselves .. Massive game changer for Lagos Transport 🔥🔥🔥"
4501,Nwa_Onyemauche,2022-12-27 11:45:06+00:00,0,Twitter for Android,@ChinnyBillz @OladipupoPraize @jidesanwoolu What's justice to you?
4502,Eluobaemm,2022-12-27 11:44:25+00:00,0,Twitter for Android,@thecableng @jidesanwoolu Like that of endsars
4503,FunshoBeckley,2022-12-27 11:43:42+00:00,0,Twitter for Android,"@bolaores @followlasg @jidesanwoolu @drobafemihamzat @gboyegaakosile @gbenga_omo @fjaji @hmokunola_ @Mr_JAGs Speedy Justice is not enough? What, you think Sanwoolu manages the police? 
You should reach out to the IGP on the PTSD matters."
4504,Josegram93,2022-12-27 11:43:31+00:00,110,Twitter for Android,"@OvieNews Few minutes ago...

Massive doings by @followlasg @jidesanwoolu https://t.co/FM34TMHUdE"
4505,okonkwofc,2022-12-27 11:38:56+00:00,0,Twitter for Android,"@Diome_Patricia @jidesanwoolu @PeterObi Countries are made great by their production capacity. When many are employed, IGR can be raised and infrastructure further developed"
4506,okonkwofc,2022-12-27 11:37:13+00:00,0,Twitter for Android,"@Diome_Patricia @jidesanwoolu @PeterObi Ignorance of the educated is the worst disease in Africa. The highest brewery in Africa that creates jobs for many families cannot be appreciated by some people. Apart from food, alcohol consumption worldwide generates a serious economic activities."
4507,Taofeeq12306586,2022-12-27 11:35:46+00:00,0,Twitter for iPhone,@instablog9ja @jidesanwoolu in your same Lagos hospitals that are meant to be established as a safe haven for the ill and hurt. They keep rejecting people and ask them to be transferred. Those two hospitals should be sanctioned and closed. They shoot people 7 times and over.
4508,okonkwofc,2022-12-27 11:31:19+00:00,0,Twitter for Android,"@Diome_Patricia @jidesanwoolu @PeterObi It's people with jobs that rides a train. Anambra state doesn't need a train services to commute within the state.
It's commendable to san-nwolu for achieving this feat. People living in Lagos has been in hell fire for too long spending hours in traffic to and fro work"
4509,sainttank4,2022-12-27 11:31:12+00:00,0,Twitter Web App,"@akerele_s @freeesam @jidesanwoolu @KemPatriot Why call an human like you *thing* and you want him to take correction from you? From your post you have nailed yourself.
#Freedom of speech
#Correct in love
#lagosblueline 
@akerele_s"
4510,Taururist,2022-12-27 11:27:21+00:00,0,Twitter for iPhone,@imran_services @tfk_gawat @jidesanwoolu @followlasg They’re the same breed of touts of Tinubu’s Lagos pls
4511,AmadiobinnaLaw1,2022-12-27 11:26:55+00:00,0,Twitter for Android,@akerele_s @Adakaekun @jidesanwoolu @KemPatriot Your crying cos he blocked U?🤣
4512,OfficialAE10,2022-12-27 11:26:40+00:00,0,Twitter for iPhone,@saheed_adesope @jidesanwoolu @PeterObi @woye1 @sulayamusa @Mario9jaa @SWA4Sure @AjoseGaniat @Mz_Tosyn @_Abenyy @Nazychi217 @aina_oyebanji @HaadiJimoh Is sanwo Olu contesting for presidency? I’m lost
4513,onome5677,2022-12-27 11:25:28+00:00,0,Twitter for Android,@BashirAhmaad @ARISEtv You just sit in your office and type enter street and ask questions. Tinubu is the most hated man in Lagos now. I pity for @jidesanwoolu the anger will touch him also during the election
4514,okonkwofc,2022-12-27 11:25:22+00:00,0,Twitter for Android,@Diome_Patricia @jidesanwoolu @PeterObi May God send those supporting APC to their nearest IDP facility created by APC before new year IJN. Ndi-ara APC
4515,akerele_s,2022-12-27 11:24:45+00:00,29,Twitter Web App,"This is EKO ILE Lagos state Nigeria not New York. One idiot, local comedian wants to discredit our Governor @jidesanwoolu because of his little fame. How come @DeboMacaroni01 didn't go to Anambra to start his career  omo ale Yoruba. @officialABAT 
&amp;Sanwolu will win. @KemPatriot https://t.co/zaK1FpyQ1H"
4516,Brehphew,2022-12-27 11:22:49+00:00,0,Twitter for Android,@aina_oyebanji @saheed_adesope @jidesanwoolu @PeterObi @woye1 @sulayamusa @Mario9jaa @SWA4Sure @AjoseGaniat @Mz_Tosyn @_Abenyy @Nazychi217 @HaadiJimoh For an OBIDIENT and a YUSFUL Nation that will emerge ✌️
4517,CowryLagos,2022-12-27 11:21:49+00:00,0,Twitter for iPhone,@onlineawale @Mr_JAGs @jidesanwoolu @touchandpayme @lagosmot18 @gbenga_omo @gboyegaakosile @lagostraffic961 @Riddwane @dr_oladeinde @Sola_Giwa @MetroLagos Yes it will
4518,lakaas123,2022-12-27 11:21:18+00:00,0,Twitter for Android,@canvas2002 @Gidi_Traffic @DrJoeAbah @sarnchos @followlasg @drobafemihamzat @ProfAkinAbayomi @jidesanwoolu @femigbaja Thanks
4519,aina_oyebanji,2022-12-27 11:19:46+00:00,0,Twitter for Android,@Brehphew @saheed_adesope @jidesanwoolu @PeterObi @woye1 @sulayamusa @Mario9jaa @SWA4Sure @AjoseGaniat @Mz_Tosyn @_Abenyy @Nazychi217 @HaadiJimoh Few days to go ur eye go soon clear
4520,canvas2002,2022-12-27 11:18:58+00:00,1,Twitter for Android,"@lakaas123 @Gidi_Traffic @DrJoeAbah @sarnchos @followlasg @drobafemihamzat @ProfAkinAbayomi @ProfAkinAbayomi @jidesanwoolu @femigbaja Please help, there is no bed space at LASUTH ikeja, no bed space at Ikorodu General Hospital...Please help save a soul. Any contact in these two hospitals or any other will be highly appreciated. 

Please!!!!"
4521,Oluomachiprisc2,2022-12-27 11:17:15+00:00,0,Twitter for iPhone,@mrmacaronii @theproteanshola @jidesanwoolu
4522,OlajireOlakunl1,2022-12-27 11:16:40+00:00,0,Twitter for Android,"@SanwoluObserver 
@PoliceNG 
@BenHundeyin 
@rrslagos767 
@jidesanwoolu"
4523,olumidagreat,2022-12-27 11:16:04+00:00,0,Twitter Web App,"President Buhari expects to commission 5 major projects in Lagos in Jan, says Samwo-Olu https://t.co/NRDtL5VQEo @followlasg @jidesanwoolu @MetroLagos via @globalfinanci14"
4524,STOJ30,2022-12-27 11:14:35+00:00,1,Twitter for Android,"@saheed_adesope @jidesanwoolu @PeterObi @woye1 @sulayamusa @Mario9jaa @SWA4Sure @AjoseGaniat @Mz_Tosyn @_Abenyy @Nazychi217 @aina_oyebanji @HaadiJimoh Note that the revenue created from beer drinkers, Nigeria trains never generate am even with northerners destroying beers in millions"
4525,Brehphew,2022-12-27 11:14:11+00:00,0,Twitter for Android,"@aina_oyebanji @saheed_adesope @jidesanwoolu @PeterObi @woye1 @sulayamusa @Mario9jaa @SWA4Sure @AjoseGaniat @Mz_Tosyn @_Abenyy @Nazychi217 @HaadiJimoh Pity your condition more dear, because yours is worse, even the popular

As e DEY Sweet us,

you still can't type it well, don't you read before you reply in order to stop all this nonsense blunders or your brain is too low for capturing such errors

Pity yourself more dear✌️"
4526,OzyLoveth1,2022-12-27 11:12:28+00:00,0,Twitter for Android,@jidesanwoolu yet to get justice for my only son of 3yr plus that died at ur facility @ Maternal and child centre Ogombo Road Ajah out of negligence since 24 September 2022 till date.
4527,OluGbemi21,2022-12-27 11:12:16+00:00,4,Twitter for iPhone,"@Titofunmie2 @mrmacaronii @KingTundednut @followlasg @jidesanwoolu @rrslagos767 You claimed to have called Lasema but you forgot to tag @lasemasocial or any of the LASG officials when you tweeted calling for help, instead you tagged someone who lived in America for a rescue. Be playing there! 🤡"
4528,Brehphew,2022-12-27 11:09:35+00:00,0,Twitter for Android,"@aina_oyebanji @saheed_adesope @jidesanwoolu @PeterObi @woye1 @sulayamusa @Mario9jaa @SWA4Sure @AjoseGaniat @Mz_Tosyn @_Abenyy @Nazychi217 @HaadiJimoh @aina_oyebanji Say you want shout out, you sha eey find attention  😂😂😂😂 we wey no be Influencer still get followers pass influencer😂😂😂
anyway Influencer isonu we Don give you shout out for last reply... Enjoy
Iyawo Uncle Saheed Emi Oga 😂😂😂"
4529,2049_rain_man,2022-12-27 11:09:27+00:00,0,Twitter for iPhone,"this ijgb wave is a menace, governor @jidesanwoolu pls help us"
4530,phasanmi,2022-12-27 11:09:07+00:00,1,Twitter Web App,"I believe Nigerian Policemen should be trained on Emotional Intelligence (EI) at least twice a year. The FG and Governors should look into the conduct of the Nigerian Police Force. Right to life is our right, do not take it! @PoliceNG @ekitistategov @Lasgcommunities @jidesanwoolu"
4531,aina_oyebanji,2022-12-27 11:08:49+00:00,0,Twitter for Android,"@Brehphew @saheed_adesope @jidesanwoolu @PeterObi @woye1 @sulayamusa @Mario9jaa @SWA4Sure @AjoseGaniat @Mz_Tosyn @_Abenyy @Nazychi217 @HaadiJimoh I pity ur conditions 😜😜

As E set sweet us E dey pain u 

#WhereIsPeterObi"
4532,Wayd07,2022-12-27 11:07:05+00:00,1,Twitter for Android,@Makuachukwu4Ada @jidesanwoolu @PeterObi We need an interpreter for this before #Bangladesh would set in
4533,alaobabaoja,2022-12-27 11:06:46+00:00,0,Twitter Web App,@akerele_s @jidesanwoolu @KemPatriot Small boy indeed 😉
4534,cosmasoften,2022-12-27 11:06:42+00:00,1,Twitter for iPhone,@batabosso @imran_services @tfk_gawat @jidesanwoolu @followlasg You failed to capture the tools they were using to break the pavement.
4535,Brehphew,2022-12-27 11:04:53+00:00,0,Twitter for Android,"@aina_oyebanji @saheed_adesope @jidesanwoolu @PeterObi @woye1 @sulayamusa @Mario9jaa @SWA4Sure @AjoseGaniat @Mz_Tosyn @_Abenyy @Nazychi217 @HaadiJimoh Oshey Ekiti Princess iyawo Sodiki, emi oga, elenu fife bi Lawma EKO, 
Na you sabi reply, come for me with Queens English not pidgin, even the pidgin wtf is A NO WAN (Yoruba pidgin 😂), its SEEING not SEENING
Husband is AT TIME Writer, Wife is an Influencer with 1k followers😂😂 https://t.co/I9nmPPYRp8"
