,User,Date Created,Number of Likes,Source of Tweet,Tweet
917,mohamme873,2022-12-31 13:36:26+00:00,0,Twitter for Android,@segeoflondon11 @jidesanwoolu But u have to say this in a mannered way
918,zikirillahi,2022-12-31 13:34:34+00:00,2,Twitter for iPhone,"@Datchef1 @Mechelyn12 @jidesanwoolu Of course. When car is speeding at 50km in 5 line road, 60 cars can pass in 1 minute. At tollgate the speed low to less than 10km. On 5 line only about 20 cars can pass in 1 minute, Hence the line there are increase to 10 increase the capacity to about 40 cars to pass in 1 minute"
919,gburusk,2022-12-31 13:33:38+00:00,0,Twitter for Android,@jidesanwoolu @obyezeks this is Nigeria on the rise.
920,knowngnman,2022-12-31 13:29:45+00:00,0,Twitter for iPhone,@omonlaabiodun @ObatundeOladapo @jidesanwoolu Learn proper English come back to me. Save your frustration for your English teacher and your failed father
921,Ayo_baabs,2022-12-31 13:27:59+00:00,0,Twitter for Android,@jidesanwoolu A week to elections
922,Datchef1,2022-12-31 13:27:17+00:00,0,Twitter for iPhone,@zikirillahi @Mechelyn12 @jidesanwoolu Then they pass and still go back to a five lane road
923,NomishanDaniel,2022-12-31 13:26:34+00:00,15,Twitter for Android,"@Mr_JAGs @jidesanwoolu @ppplagos @olumide_sogunle @Riddwane @gboyegaakosile @gbenga_omo @LASGWorks @ramadeyo @OlusesanDaini Ambode was busy chasing shadows, now Sanwo Olu simply followed the blue print but has taken all glory. Nice one @jidesanwoolu 👌👍"
924,Jbbassey1,2022-12-31 13:25:20+00:00,0,Twitter for Android,@jidesanwoolu The design is not fine
925,yinkanubi,2022-12-31 13:24:57+00:00,15,Twitter for Android,Looking forward to this coming to pass in the next four years under @jidesanwoolu
926,Akinshalewa,2022-12-31 13:24:53+00:00,0,Twitter for Android,@Damola83 @HeasslerO @jidesanwoolu But he's paying his taxes in Lagos
927,Tweetminister22,2022-12-31 13:23:30+00:00,0,Twitter for Android,"Works that cut across all sectors of the every day life of Lagosians. Re-election would further add more to it... Good stuffs @jidesanwoolu 

#SanwoAgain 
#GreaterLagosRising https://t.co/ULHbr0rlqR"
928,Larwarl53,2022-12-31 13:22:01+00:00,0,Twitter for Android,@jidesanwoolu God bless you and the successive administrations that'll get this done.
929,obanishola360,2022-12-31 13:20:46+00:00,1,Twitter for Android,@official_juxkid @michealolubayo @jidesanwoolu You're just an example of never-do-well but complain a lot when someone chooses to do one.
930,Abeskyakasmith,2022-12-31 13:19:40+00:00,0,Twitter for iPhone,@jidesanwoolu Give us monthly details of the revenue of Lagos and expenditure to prove ur sincerity in being a servant of the people.
931,obanishola360,2022-12-31 13:18:02+00:00,1,Twitter for Android,@official_juxkid @hackinshawler @jidesanwoolu Appropriately and well timed
932,Change_YMP,2022-12-31 13:16:17+00:00,3,Twitter for iPhone,"@Mr_JAGs @jidesanwoolu @ppplagos @olumide_sogunle @Riddwane @gboyegaakosile @gbenga_omo @LASGWorks @ramadeyo @OlusesanDaini This is a laudable project under the administration of our amiable governor @jidesanwoolu and the sweetest joy is that, he will be the one to commission it come year 2027 for the use of the public. Thank you sir."
933,twittiary1,2022-12-31 13:15:46+00:00,0,Twitter for Android,"@jidesanwoolu Yet another mediocre proposal. 
Nigerians deserve better"
934,Chiefbecks,2022-12-31 13:15:38+00:00,0,Twitter for iPhone,@jidesanwoolu People are suffering and you people want to keep building bridges and projects that you won’t complete so that you can use it to embezzle money. #God exist and judgement day is near 👌🤨
935,ttblgn,2022-12-31 13:15:35+00:00,1,Twitter Web App,"@Lawma_gov @IOdumboni @Mr_JAGs @tfk_gawat @lagospedia @PspOperators Stop urging people to do the right thing because they never will.  The laws are there; enforce it &amp; don't abandon the laws because of politics.

The amount of trash in public places in Lagos is simply too much.

cc @jidesanwoolu, you need to cover all areas of governance."
936,MondayBrown4,2022-12-31 13:15:07+00:00,0,Twitter for iPhone,@KemPatriot @officialABAT @jidesanwoolu @OfficialAPCNg Thanks to the former governor of Lagos state Ambode
937,ObadjereStephen,2022-12-31 13:13:06+00:00,1,Twitter for Android,"@HeasslerO @jidesanwoolu @iidesanwoolu The same contractor is handling church street in Alapere. The roads and street are in total mess 14months and 9months Contracts respectively have been abandoned for 3 years now. When rain start, we will face hell again. May God help us"
938,SoqidBello,2022-12-31 13:12:13+00:00,4,Twitter for iPhone,@Mr_JAGs @jidesanwoolu @ppplagos @olumide_sogunle @Riddwane @gboyegaakosile @gbenga_omo @LASGWorks @ramadeyo @OlusesanDaini Please we need more information about where the bridge is starting from and where it will end
939,quadri_tosi,2022-12-31 13:11:35+00:00,0,Twitter for Android,@AfricaViewFacts @followlasg @jidesanwoolu we can do something like this
940,AdesegunOni,2022-12-31 13:09:39+00:00,0,Twitter Web App,"HE @jidesanwoolu , igando to ayobo route...."
941,abdulrafiu06,2022-12-31 13:09:21+00:00,0,Twitter for Android,"@iamsorfabulous @jidesanwoolu I have lived long enough in Lagos to understand its traffic science. A 21st C Lagos should get as many vehicles off the road as possible. Water transport is a solution that is long-term, scalable &amp; creates massive employment. Next question."
942,abbaty_elber044,2022-12-31 13:07:57+00:00,0,Twitter for Android,@AJIbekwem @jidesanwoolu Don't be unfortunate
943,Fmprincey,2022-12-31 13:06:54+00:00,0,Twitter for Android,"I want to use this opportunity to appreciate my Governor @jidesanwoolu merry Christmas to you sir. I appreciate the little you are doing and I pray for more strength. Merry Christmas sir. Send me your account number, I will send you small thing in my capacity for Christmas 😊"
944,Blackadonis_18,2022-12-31 13:06:30+00:00,0,Twitter for Android,@HeasslerO @Adebayoyinkz @jidesanwoolu Can you take more pictures of the road please ? 🙏
945,kenemodeye,2022-12-31 13:06:17+00:00,0,Twitter for Android,"@olowolekomoh @tundefashola @jidesanwoolu @drobafemihamzat @jidesanwoolu and @FemiHamzat and the various agencies don't care. Not just Lagos Island, most major roads have their side walks used to display wares and inconvenience road users."
946,Kings_CEO,2022-12-31 13:05:16+00:00,0,Twitter for Android,@ayisat_opeyemi @jidesanwoolu 🤡
947,Udoheddy,2022-12-31 13:04:20+00:00,0,Twitter for Android,@BWLawal @Abiolaaaaaaa @jidesanwoolu 🤣🤣🤣🤣
948,ayisat_opeyemi,2022-12-31 13:02:26+00:00,0,Twitter for iPhone,@Kings_CEO @jidesanwoolu Complete his project *
949,Educaresol_ng,2022-12-31 13:02:16+00:00,0,Twitter for Android,@Abiolaaaaaaa @jidesanwoolu Public private partnership
950,EbereAmani,2022-12-31 13:01:53+00:00,0,Twitter for Android,@jidesanwoolu Something wey inner don arrange. No merit in this country. I can never believe that the person that will win the contract know know you or person wey pass you. Just dey play.
951,ayisat_opeyemi,2022-12-31 13:01:26+00:00,0,Twitter for iPhone,"@Kings_CEO @jidesanwoolu 😀, that has intercity light rail in west Africa, that has Best transportation system in west Africa not only in Nigeria BRT 😀 that has best water transportation systems lafergy 

The 5 economy state in Africa that’s above many countries in Africa 😀

The safest state in Nigeria"
952,Change_YMP,2022-12-31 12:58:36+00:00,0,Twitter for iPhone,@orgasmdotng @_DrOMO14 @jidesanwoolu 🤣🤣🤣
953,DamilojuJLT,2022-12-31 12:56:56+00:00,1,Twitter for Android,"I know you don't want to hear it, but spending money on a fourth mainland bridge is a waste, when the majority of our local roads are in a sorry state 

APC loves fat projects so they can steal. @jidesanwoolu this is a waste of state funds to steal.
#VoteRight in 2023."
954,FELICIAMOHAMME8,2022-12-31 12:55:11+00:00,0,Twitter for Android,"@johnnysleek @jidesanwoolu @woye1 @Mr_JAGs This man knows what he's looking for,end sars what happened and why are his properties burnt?"
955,Omeokachie2,2022-12-31 12:53:24+00:00,1,Twitter for Android,"@jidesanwoolu What is the cost for this project?

Or is it a secret?"
956,horlharHamzat,2022-12-31 12:53:08+00:00,0,Twitter for Android,"@vasnioak @LeonardoOkojie @jidesanwoolu Anambra shld have been like lagos if ur pple had been so accommodating and ur gov had preformed wonders.
Maseanfani omo adanu"
957,oosha911,2022-12-31 12:51:51+00:00,1,Twitter for iPhone,@ObatundeOladapo @knowngnman @jidesanwoolu Google said you’re a NOBODY. Rest
958,chibuzo_don,2022-12-31 12:50:32+00:00,0,Twitter for Android,"@jidesanwoolu Another billions of dollars to be stolen from this project, and will take 20yrs to finish, Ordinary rail line, we know how long it's taken. We are watching"
959,BabaAdunni001,2022-12-31 12:50:21+00:00,1,Twitter for Android,@OVT_Lion @Oninkanlanjeose @samd2375 @woye1 @jidesanwoolu Even the Abeokuta no better reach ekoro road for abule egba
960,folabizenith,2022-12-31 12:49:41+00:00,0,Twitter for Android,@jidesanwoolu Rail line should have been included.
961,sayid_bakare,2022-12-31 12:48:44+00:00,0,Twitter for Android,@_IyohaKelly @IEzeugonnaya @ogbenibabalola @LeonardoOkojie @jidesanwoolu Awon tenants òran
962,oluwatayofem,2022-12-31 12:48:16+00:00,0,Twitter for Android,@taadelodun @MetroLagos @followlasg @jidesanwoolu  should make that law now and it should be properly enforced
963,horlharHamzat,2022-12-31 12:48:07+00:00,0,Twitter for Android,"@vasnioak @LeonardoOkojie @jidesanwoolu We are not like u pple that differentiate BTW Catholic and Methodist, Anambra gov will sack Enugu workers and same as all other state in ur region, we coexist here been the Yorubas and that was why u can see us spreading to other continents."
964,Kings_CEO,2022-12-31 12:46:57+00:00,0,Twitter for Android,@ayisat_opeyemi @jidesanwoolu 🤡
965,Kings_CEO,2022-12-31 12:46:28+00:00,0,Twitter for Android,"@ayisat_opeyemi @jidesanwoolu Progressing?

2nd worst city in the world."
966,odukoyaisaac,2022-12-31 12:44:07+00:00,1,Twitter for iPhone,"@jidesanwoolu How about Lagos Builds some infrastructures that helps us reduce debts!
Lagos is the most indebted state in the country , instead of plunging Lagos further into debts, why not focus on clearing majority of the debt before proceeding? Isn’t that wiser?"
967,Juggernaut1945,2022-12-31 12:43:37+00:00,0,Twitter for Android,"@orgasmdotng @gboyegaakosile @jidesanwoolu @PoliceNG Make we follow the ""procedure"". It is the court that will now have us call him the culprit."
968,vasnioak,2022-12-31 12:43:29+00:00,0,Twitter for Android,@horlharHamzat @LeonardoOkojie @jidesanwoolu Oga u are lost..go to Ogun and talk...go to ekiti and talk...if they will not remind u ...where ur papa dey...u come to Lagos..that has been structured to accommodate all .to claim it..oponu hide ur face
969,yinkausman,2022-12-31 12:41:50+00:00,3,Twitter for Android,@Mr_JAGs @jidesanwoolu @ppplagos @olumide_sogunle @Riddwane @gboyegaakosile @gbenga_omo @LASGWorks @ramadeyo @OlusesanDaini @Mr_JAGs please I want to find out if the blue line train is running today. Want to take my son on a ride. Thanks
970,horlharHamzat,2022-12-31 12:41:05+00:00,0,Twitter for Android,@vasnioak @LeonardoOkojie @jidesanwoolu At least am a Yoruba boy and we won't allow one oloriburuku igbo boy to tell us how we run our region when their region are in ruins
971,ayisat_opeyemi,2022-12-31 12:40:08+00:00,0,Twitter for iPhone,"@Kings_CEO @jidesanwoolu Lagos is a state of plan nd program thank for BAT

Even you can rule Lagos Bcos the plan is on ground just come nd implement your own Bcos it’s continuation nd follow the master plan! Not like other state doing rubbish Bcos you’re fighting your successor you’ll not his project"
972,tosinrechel123,2022-12-31 12:39:19+00:00,0,Twitter for iPhone,@EmelieVictor2 @CruzMonte3 @Ogke13 @IgweTitus @KemPatriot @officialABAT @jidesanwoolu @OfficialAPCNg U be musician? 😂..no go pray for grace werey
973,Stakeholderomor,2022-12-31 12:39:10+00:00,1,Twitter for iPhone,@ozedlami @tosinadeda @Jah_meu @jidesanwoolu I pray you find peace in 2023
974,vasnioak,2022-12-31 12:37:30+00:00,0,Twitter for Android,@horlharHamzat @LeonardoOkojie @jidesanwoolu Kwara state indigene coming to Lagos to lay claim...go to ilorin and fight d Fulani
975,princeabu27,2022-12-31 12:37:12+00:00,0,Twitter for iPhone,@Abiolaaaaaaa @jidesanwoolu Public-private partnerships.
976,EmelieVictor2,2022-12-31 12:36:32+00:00,0,Twitter for Android,@tosinrechel123 @CruzMonte3 @Ogke13 @IgweTitus @KemPatriot @officialABAT @jidesanwoolu @OfficialAPCNg 🤣🤣🤣 ignorance is a big disease
977,ayisat_opeyemi,2022-12-31 12:36:27+00:00,0,Twitter for iPhone,"@Kings_CEO @jidesanwoolu Yeah the plan is on ground before now! That’s master plan for you! Even after the 4th mainland bridge we know our next project in Lagos . That’s why Lagos is progressing! 

Do you know your next state project 😀😀, even in 25yrs to come I know Lagos project"
978,tosinrechel123,2022-12-31 12:35:07+00:00,0,Twitter for iPhone,@EmelieVictor2 @CruzMonte3 @Ogke13 @IgweTitus @KemPatriot @officialABAT @jidesanwoolu @OfficialAPCNg You not even ashame.. make den join all of ur nnewi billionaires money he never reach mike adenuga money..Ur billionaire use their money to impress fellow people like you..
979,okpalaekeo,2022-12-31 12:33:55+00:00,0,Twitter for Android,@Favour_Q @jidesanwoolu @1stBidemi The proposed cost is already shrouded in mystery.
980,olowolekomoh,2022-12-31 12:33:13+00:00,0,Twitter for iPhone,@jidesanwoolu @drobafemihamzat This is not the same Lagos @tundefashola left for  @AkinwunmiAmbode … Please do something asap! https://t.co/OXxJUwQVrI
981,Kings_CEO,2022-12-31 12:32:34+00:00,0,Twitter for Android,@ayisat_opeyemi @jidesanwoolu Tinubu will claim he did it in 2027
982,BayoBarry,2022-12-31 12:31:20+00:00,0,Twitter for Android,"@jidesanwoolu Your Excellence sir, permits me to draw your attention to the high rate agbero and area boys are multiplying daily in Lagos. If adequate action is not taken now to minimize them, it will be like a man who is nursing a baby Python."
983,wolewalesfarm,2022-12-31 12:31:16+00:00,1,Twitter for iPhone,@Morris_Monye Don’t know about worst governor but the best for me goes to @jidesanwoolu.
984,teejayviruz,2022-12-31 12:30:57+00:00,1,Twitter Web App,"@gboyegaakosile @jidesanwoolu 4 good years to bid, and another 4 years proposed for initiation and completion. fantastic."
985,apheees_ng,2022-12-31 12:27:42+00:00,8,Twitter for Android,@Mr_JAGs @jidesanwoolu @ppplagos @olumide_sogunle @Riddwane @gboyegaakosile @gbenga_omo @LASGWorks @ramadeyo @OlusesanDaini It means Sowoolu is going to commission it before in leaves office in 2027 all things being equal. That would be massive!
986,hensonics,2022-12-31 12:26:56+00:00,0,Twitter for Android,@abiolamoe @Abiolaaaaaaa @jidesanwoolu Another Toll Gate Loading.....
987,olowolekomoh,2022-12-31 12:26:18+00:00,1,Twitter for iPhone,"Lagos Island Is Back To The Mess It Used To Be Pre - @tundefashola … What Happened To Laws Laid Down Back Then? 

Been Avoiding This Route In Lagos State Until My Village People Decide To Intervene. @jidesanwoolu @drobafemihamzat https://t.co/xOemzAWgGx"
988,DavidsOffor,2022-12-31 12:24:24+00:00,1,Twitter for Android,"@jidesanwoolu  administration scorecard in public schools in Lagos State

 #SanwoAgain #GreaterLagosRising https://t.co/cd495RQjFS"
989,belloadetunjii,2022-12-31 12:24:05+00:00,0,Twitter for Android,@Mr_JAGs @jidesanwoolu @ppplagos @olumide_sogunle @Riddwane @gboyegaakosile @gbenga_omo @LASGWorks @ramadeyo @OlusesanDaini Pls how much in naira?
990,Abdullahabiola5,2022-12-31 12:23:01+00:00,0,Twitter Web App,@jidesanwoolu I'm not surprise anymore...you just keep amazing me with development SANWO🥰🥰🥰
991,Damiadey12,2022-12-31 12:22:29+00:00,0,Twitter for iPhone,@evanesce_01 @jidesanwoolu Yeah but Ghana is a brokie country. Currency next to zero
992,abduldauda42,2022-12-31 12:22:16+00:00,0,Twitter for Android,@gboyegaakosile @jidesanwoolu A great city becoming
993,Abdullaahmoj07,2022-12-31 12:21:41+00:00,0,Twitter for iPhone,@EfiweOfficial @Mr_JAGs @jidesanwoolu If e easy go try am for Anambra!! Always complete your sentences... Ma fo
994,PrinceSomorin,2022-12-31 12:19:33+00:00,0,Twitter Web App,@CruzMonte3 @Ogke13 @EmelieVictor2 @tosinrechel123 @IgweTitus @KemPatriot @officialABAT @jidesanwoolu @OfficialAPCNg Is it true that Nnewi has the most billionaires in Nigeria?
995,KawuMams,2022-12-31 12:18:51+00:00,0,Twitter for Android,@AccScents @jidesanwoolu Lol
996,tonyetuokwu,2022-12-31 12:18:25+00:00,0,Twitter for Android,@okeydagentleman @jidesanwoolu Olodo
997,tulz_o,2022-12-31 12:16:35+00:00,1,Twitter for iPhone,"@Mechelyn12 @jidesanwoolu It’s funded by private organizations (recall the term PPP), hence the toll. They would have to realize their investments."
998,Okeyjunior,2022-12-31 12:15:41+00:00,0,Twitter for Android,"@jidesanwoolu Ejoooh sir , is there going to toll collection on the bridge??  This one PPP is with the state government."
999,factfactos,2022-12-31 12:15:07+00:00,0,Twitter for iPhone,@osmondy01 @jidesanwoolu I'm a bigot for Yoruba and I'm proud of it. Do your worst.
1000,Pious_Adeshola,2022-12-31 12:14:25+00:00,0,Twitter for iPhone,@evanesce_01 @jidesanwoolu This is 3D rendered video not executed project video
1001,NaijaToday_,2022-12-31 12:13:54+00:00,3,Twitter for iPhone,Sanwo-Olu’s doings in education is top notch .. over one thousand major projects in 970 public schools … God bless @jidesanwoolu #SanwoAgain #GreaterLagosRising @MrAfobaje @KemPatriot @BabajideFadoju https://t.co/HrYV6hJR6C
1002,Coktail135,2022-12-31 12:13:35+00:00,0,Twitter for Android,@jidesanwoolu I thought they said the bridge will have recreational activities underneath.?
1003,Brown_pikin,2022-12-31 12:13:15+00:00,0,Twitter for Android,@jidesanwoolu Sanwo-olu suppose be Atiku running mate not that goat mouth okowa
1004,Okeyjunior,2022-12-31 12:13:06+00:00,0,Twitter for Android,"@Abiolaaaaaaa @jidesanwoolu Nah jagaban second name be that nah , PPP."
1005,akatua777,2022-12-31 12:13:03+00:00,0,Twitter for Android,@jidesanwoolu When will the 4th mainland bridge start
1006,factfactos,2022-12-31 12:12:35+00:00,0,Twitter for iPhone,"@jonze_boy @OnuohaNwankwo @jidesanwoolu I was informed they're lobbying for LGA in Lagos. An ibo LGA in Lagos? And when you deal with them, they quickly tag it as igbophobia. The day they will receive mass eviction from Lagos is when you will know ibos can beg like slaves cos they will rather die than leave Lagos."
1007,ozedlami,2022-12-31 12:09:49+00:00,1,Twitter for iPhone,@Stakeholderomor @tosinadeda @Jah_meu @jidesanwoolu Words are easy to write but hard to be implemented. Pray for wisdom
1008,osmondy01,2022-12-31 12:09:40+00:00,0,Twitter for Android,@factfactos @jidesanwoolu Tell me you're a bigot without using the word
1009,Suleripaparazi1,2022-12-31 12:09:29+00:00,0,Twitter Web App,"@jidesanwoolu God bless you.
May we live to see the end Insha Allah"
1010,factfactos,2022-12-31 12:08:32+00:00,1,Twitter for iPhone,@jonze_boy @OnuohaNwankwo @jidesanwoolu One give those people voice are the senseless woke Yoruba trying to be civil for people who doesn't want good things for them. Isn't it funny how a people from a region with the same size as kogi would go to ither people's land and trying to drag their place with them.
1011,OLORUNFEMI_MO,2022-12-31 12:07:30+00:00,1,Twitter for iPhone,@jidesanwoolu Nice one Mr governor. This is a commendable one. I would like to know if the rail system would be included in the plan because this visuals isn’t illustrating it. God bless Lagos state and Nigeria.
1012,tosino52,2022-12-31 12:07:09+00:00,22,Twitter for Android,"Give it to @jidesanwoolu plssss

Completed 1,097 projects in 970 public schools across Lagos State by Babajide Sanwoolu Administration 

 #SanwoAgain #GreaterLagosRising https://t.co/dErhtXKFnU"
1013,NextKFC,2022-12-31 12:06:59+00:00,0,Twitter for Android,@omogoye_joseph @jidesanwoolu Is anything important in your life? You have been a victim all your life and liberation is far from you. Are you not older than Seyi who tells you when to laugh or cry?
1014,factfactos,2022-12-31 12:06:17+00:00,0,Twitter for iPhone,"@official_juxkid @jidesanwoolu See this one lol. Is that all you've got? Mumu people will leave their useless governors like ikpeazu and be attacking sanwoolu as if dem invite dem to come Lagos. Werey said he's paying tax as if it's not Lagos he's making those money. Without Lagos, ibos go just dey nooni. Lol"
1015,Some1Far,2022-12-31 12:05:11+00:00,0,Twitter for Android,@jidesanwoolu So how much Tinubu Profits every day with Toll gates ?
1016,factfactos,2022-12-31 12:04:03+00:00,1,Twitter for iPhone,"@official_juxkid @lanrehussain @jidesanwoolu Take your facts to your region àbi you no dey hear? We don't need your opinion here and if you're to live in Lagos, just maintain your lane as a mere visitor. We understand you're obsessed with the Atlantic but it's all in your head only."
1017,jonze_boy,2022-12-31 12:03:49+00:00,0,Twitter for Android,"@factfactos @OnuohaNwankwo @jidesanwoolu Guy it's evident that all you need there is kerosene to become a Governor.

Can't you see why Peter Obi is compared to Tinubu?

And if you ask them to show you one project there is none to show for it"
1018,CruzMonte3,2022-12-31 12:03:23+00:00,1,Twitter for iPhone,"@Ogke13 @EmelieVictor2 @tosinrechel123 @IgweTitus @KemPatriot @officialABAT @jidesanwoolu @OfficialAPCNg My town of nnewi is better than all south west states when it comes to infrastructural development, ibadan was used as a joke on tiktok due to its brown roofs and ugly buildings, take a trip to nnewi and see"
1019,Soulsandpassion,2022-12-31 12:02:59+00:00,0,Twitter for Android,"@jidesanwoolu You are doing well sir, hope u no borrowed money to do it and hope salary payment dey go well?"
1020,NkemNwomonoh,2022-12-31 12:02:00+00:00,0,Twitter for Android,@jidesanwoolu Thanks so much and may it not take 4ever to be built.
1021,Okpara_Adaugo,2022-12-31 12:01:41+00:00,0,Twitter for Android,"@jidesanwoolu Woah, excellent deliveries n more Grace to your relentless good works..... Longlife in excellent health Daddy...... Also wishing u a more prosperous new year ahead sir"
1022,prudenceoflago3,2022-12-31 12:00:19+00:00,3,Twitter for Android,"Lagos State security is in shambles and need quick attention with immediate effect @jidesanwoolu @followlasg

Pope Benedict XVI Northerner INEC Teni Nyesom wike chisom He's 38 Brymo Vatican JAMB 31st of December Enzo Arewa Ambrosia fola papa Targaryen PDP and APC Liquorose https://t.co/93gKzNIRCc"
1023,Mz_Adunola_,2022-12-31 11:59:57+00:00,0,Twitter for Android,@FutureKinging @Mr_JAGs @jidesanwoolu @LSETF More to come 🙏
1024,NphyM,2022-12-31 11:59:12+00:00,4,Twitter for iPhone,"@jidesanwoolu Fix the ones that you have first na Mr Governor! Alimosho Local Government is a mess! Festac roads are laced with potholes and garbage! Okokomaiko, Igbo Elerin, Alaba, Agbaara all look like villages inside same Lagos! Where is your urban transition plan? Keep playing."
1025,Giwabol,2022-12-31 11:57:12+00:00,0,Twitter for Android,@Daraforreal @Mechelyn12 @jidesanwoolu Tell that to him.
1026,manchiboo,2022-12-31 11:56:10+00:00,0,Twitter for Android,@jidesanwoolu Pls sir do something about eko bridge closed for over six months now
1027,OmoAdetilewa,2022-12-31 11:55:52+00:00,1,Twitter for Android,"@Mr_JAGs @jidesanwoolu @ppplagos @olumide_sogunle @Riddwane @gboyegaakosile @gbenga_omo @LASGWorks @ramadeyo @OlusesanDaini Infrastructure Party.......

Here we go!"
1028,treicornells,2022-12-31 11:54:44+00:00,0,Twitter for iPhone,"@official_juxkid @jidesanwoolu The entire Nigeria will not and shall never be like where your parents originated from and the earliest you know that the better peace you’ll have with yourself.
If only the SE region is as open as other regions in Nigeria to immigrants developments would’ve come to our land."
1029,CasmirOlisakwe,2022-12-31 11:54:39+00:00,0,Twitter for Android,"@Musiliyu @OfficialAPCNg @officialABAT @jidesanwoolu @drobafemihamzat You are right.

Well, it's for people like you that Peter Obi will establish psychiatric homes in each LGA."
1030,ForTheL65607175,2022-12-31 11:53:26+00:00,1,Twitter for Android,"@Optimus_Mind @jidesanwoolu 4years, from 2023 to 2027"
1031,fuc_da_cci,2022-12-31 11:48:34+00:00,0,Twitter for Android,@jidesanwoolu the Eko Atlantic project alone will absorb tens of thousands of youths I've always said it population is power and with that we can build any bridge we want to build any city we want to in no time only if we learn how to take advantage of our population
1032,fuc_da_cci,2022-12-31 11:47:31+00:00,1,Twitter for Android,@jidesanwoolu If it was in Dubai or china they'll have completed Eko Atlantic in Less than 2 years but here it's going to take them 40 years to complete it why? Because they don't know how to take advantage of population the Chinese are good at taking advantage of their population.
1033,official_juxkid,2022-12-31 11:46:33+00:00,0,Twitter for Android,@adeigve @lotagodd @jidesanwoolu 🤣🤣🤣 see who dey call me Ode!
1034,Greatvaluestor1,2022-12-31 11:44:32+00:00,0,Twitter for Android,@woye1 @jidesanwoolu I get the joke bros!!
1035,_Eskrow,2022-12-31 11:44:25+00:00,0,Twitter for Android,"@sayid_bakare @IEzeugonnaya @ogbenibabalola @LeonardoOkojie @jidesanwoolu Don't worry your head.

But in Lagos, we don't discriminate."
1036,ChrisUgo18,2022-12-31 11:44:15+00:00,0,Twitter for Android,"This is commendable. 
God bless you, @jidesanwoolu, for all these developmental projects in the State."
1037,OluseniShoks,2022-12-31 11:43:37+00:00,1,Twitter for iPhone,@aminu_jb @jidesanwoolu Wonderful 😎
1038,adeigve,2022-12-31 11:42:59+00:00,0,Twitter Web App,"@official_juxkid @lotagodd @jidesanwoolu No sha die on top Tinubu matter. Are not ashamed that you left your rotting state to come and fight our rising Lagos. Ode like you will never see anything good abt lagos. I am saving tweets here because by March next year, this space will b too hot."
1039,macarthy7,2022-12-31 11:42:42+00:00,0,Twitter Web App,@jidesanwoolu Well done sir.
1040,1776_yori,2022-12-31 11:42:14+00:00,1,Twitter for Android,@MUTIUOPEYEMI6 @hackinshawler @YFowosere @official_juxkid @jidesanwoolu Biggest fraud
1041,lanrehussain,2022-12-31 11:41:29+00:00,1,Twitter for Android,"@official_juxkid @factfactos @jidesanwoolu Nothing else,which shows how damaged you are. Enjoy your likes and retweet."
1042,Smallz1288,2022-12-31 11:40:53+00:00,0,Twitter for iPhone,@BWLawal @Abiolaaaaaaa @jidesanwoolu 😆
1043,walata44,2022-12-31 11:39:02+00:00,0,Twitter for Android,"@jidesanwoolu My question is, why must all major infrastructure development in Lagos be PPP? What's the use of taxes collected if it can't be used for such purpose? I see, it's another avenue to reward some of your cronies and lagos landlord."
1044,sulawise,2022-12-31 11:38:51+00:00,1,Twitter for Android,"@XiXiBAT @Mr_JAGs @jidesanwoolu @ppplagos @olumide_sogunle @Riddwane @gboyegaakosile @gbenga_omo @LASGWorks @ramadeyo @OlusesanDaini Yeah, our Lagos will be glad to have him Side by Side with SanwoEko."
1045,SmoothScotch,2022-12-31 11:38:27+00:00,0,Twitter for Android,@jidesanwoolu Good Job💪🏼💪🏼💪🏼💪🏼♥️♥️♥️
1046,official_juxkid,2022-12-31 11:38:13+00:00,0,Twitter for Android,@factfactos @jidesanwoolu Go get some education pls. My ears hurt already
1047,fuc_da_cci,2022-12-31 11:38:02+00:00,0,Twitter for Android,@seed_pope @jidesanwoolu You think building a bridge is a sign of good governance
1048,ebuka___obi,2022-12-31 11:37:57+00:00,0,Twitter for iPhone,@jidesanwoolu You no go still build am.
1049,babanla101,2022-12-31 11:37:53+00:00,1,Twitter for iPhone,@AyoOyalowo @Mr_JAGs @jidesanwoolu 🙏🏽
1050,emelinkata,2022-12-31 11:37:47+00:00,0,Twitter for Android,@Jenty_Of_Africa @HeasslerO @jidesanwoolu Unfortunately Nigeria is more divided than I thought... We are Pencils in the hands of the politicians.... 😔 😟 😥
1051,XiXiBAT,2022-12-31 11:37:39+00:00,1,Twitter for Android,@sulawise @Mr_JAGs @jidesanwoolu @ppplagos @olumide_sogunle @Riddwane @gboyegaakosile @gbenga_omo @LASGWorks @ramadeyo @OlusesanDaini Pres.Bola.Ahmed Tinubu will commison the bridge in his 8yr tenure as President 💯♾️
1052,iamslysong,2022-12-31 11:36:38+00:00,0,Twitter for iPhone,@ifeanyi_jus701 @jidesanwoolu Bless us all
1053,emelinkata,2022-12-31 11:36:36+00:00,2,Twitter for Android,@solonso1 @okeydagentleman @jidesanwoolu Unfortunately Nigeria is more divided than I thought... We are Pencils in the hands of the politicians.... 😔 😟 😥
1054,horlharHamzat,2022-12-31 11:36:35+00:00,0,Twitter for Android,"@vasnioak @LeonardoOkojie @jidesanwoolu Who force then go London, when u reach London u do like them &amp;London had been dt way before ur pple had been going there and same applies to lagos, all region has it own ways or running thgs same way u pple love d ways ur governor had been running una states but lagos na ur prob"
