,User,Date Created,Number of Likes,Source of Tweet,Tweet
1309,CokerGrace4,2022-12-13 09:23:54+00:00,0,Twitter for iPhone,@QudusIbrahim33 @officialjandor The governor that’s only interested in a better Lagos.
1310,basiadmobilizer,2022-12-13 09:20:40+00:00,0,Twitter for iPhone,@group_democrat @officialjandor I can not help your ignorance. As for me a lot of things are happening if you can just open your eyes
1311,Adeyemo3267,2022-12-13 09:20:12+00:00,0,Twitter for Android,@officialjandor Sanowoolu has failed lagosians by putting us in so much debt
1312,Tony4israel,2022-12-13 09:15:44+00:00,0,Twitter for Android,"@officialjandor @OluweJ That puppet takes orders from tinubu,"
1313,ADEGBOLADANIEL8,2022-12-13 09:07:58+00:00,1,Twitter for Android,"@officialjandor Clear to Us that the treasure of our state have been looted by single individual over 23 years ago
#lagosindept"
1314,sheunasiru1,2022-12-13 08:50:19+00:00,0,Twitter for Android,@officialjandor Maybe Them spend it on this beautiful road 🛣️😜 God we sends you away for use the nest governor we won't in Lagos state is Jandor PDP parwer https://t.co/8J7rT3OJXl
1315,kelechiakor1,2022-12-13 08:49:53+00:00,0,Twitter for Android,"@officialjandor Barawo  all of them  in government,  we need a total change I swear #lqgosindebt"
1316,kelechiakor1,2022-12-13 08:48:15+00:00,1,Twitter for Android,"@officialjandor They have taken it to invest outside the country,  they need to be investigated by the EFCC , we need jandor help. #lagosindebt"
1317,kelechiakor1,2022-12-13 08:46:20+00:00,2,Twitter for Android,"@officialjandor Sanw9 Olu has milled dry lagos , we need an intervention from jandor #Lagosindebt"
1318,Omoosun100,2022-12-13 08:35:55+00:00,0,Twitter for Android,"@Princechinedu12 @officialjandor Yes you have a point. By using cash to pay but you can also use that cash for something else. Revatilise the educational systen in the state, health sector, and still save for rainy days while part of the cash can also be used to service debt 😉😉"
1319,Princechinedu12,2022-12-13 08:23:43+00:00,1,Twitter for Android,@Omoosun100 @officialjandor Why should I borrow if I have the cash to solve my problems? Let's not be foolish we all know that in Nigeria government borrow to loot and not to work and they also believe it's the state that will be held accountable and not those that borrowed and misused the money.
1320,FridayDenco,2022-12-13 08:23:04+00:00,0,Twitter Web App,@officialjandor He is using it to fund Jaganbandits presidential election. I just pity poor Nigerian youth still supporting them.
1321,Omoosun100,2022-12-13 08:12:04+00:00,0,Twitter for Android,"@Princechinedu12 @officialjandor If you are credit worthy and want to build a house, you can take a loan to do that at a very cheap interest which repayment is been structured for you by our lender. Then the cash you have you can use it to solve other domestic issues. Many world countries including USA do this"
1322,LAnimasaun,2022-12-13 08:05:00+00:00,0,Twitter Web App,"@officialjandor Jankara or what's your name say anything,you can't win"
1323,DejiOakland,2022-12-13 08:04:42+00:00,0,Twitter for iPhone,@officialjandor But we know and I am sure you also understand that this is for politics and nothing more than that…..they need all this money to run election🤨 when the frog is hungry what can the fly do…..
1324,BossDGreat,2022-12-13 07:58:59+00:00,0,Twitter for Android,"@officialjandor You are 100% sick, y complaining now bcs u are contesting,  who will believe even if u are saying d truth? Oga pack well u are part of d problem atleast u should av say ds one 2yrs ago."
1325,Princechinedu12,2022-12-13 07:50:44+00:00,1,Twitter for Android,@Omoosun100 @officialjandor You dey smoke Igbo. What about the 55billion revenue naira generated monthly in Lagos state?
1326,only1kingscott,2022-12-13 07:35:39+00:00,1,Twitter for iPhone,@officialjandor Borrowing all these money to fund their election…. Just WOW!
1327,IdonoKingsley,2022-12-13 07:18:00+00:00,3,Twitter for Android,@officialjandor It is obvious Sanwoolu was handpicked to serve his master Jagaban instead of the  masses..Shameless Governor borrowing money up and down putting #LAGOSindebt  and they will come out and say he is working. We should be thankful jandor is here to put things in order.#Lagosindebt
1328,Omoosun100,2022-12-13 07:17:18+00:00,2,Twitter for Android,@officialjandor Stop deceiving your followers. There is no country that don't owe debt and its not bad provided you are servicing it. As for lagos you can see her debt to GDP ratio which means she is very healthy. Lagosians can feel the impact of the debt and economy of Lagos https://t.co/oKaDMHnZTd
1329,omoluabi1sq,2022-12-13 07:15:38+00:00,0,Twitter for iPhone,@snaitx @officialjandor You sound like a dunce
1330,abobene,2022-12-13 07:01:37+00:00,0,Twitter for Android,"@officialjandor You know we are campaign season,You need a lot of money"
1331,QudusIbrahim33,2022-12-13 06:56:40+00:00,10,Twitter for Android,"@officialjandor Sanwo-olu does not have anything to offer lagosians than to keep taxing and indebting the state , We should be thanking God we have a soul like Jandor to the rescue. #jafuneko
#lagosindebt"
1332,SeunKlassik,2022-12-13 06:52:31+00:00,6,Twitter for Android,"@officialjandor Sanwoolu has failed Lagos by putting the wealth of the state in the hands of some individuals including his taskmaster.
Lagos is seriously in debt and can't continue with such insensitive and callous government.
We need a change.

#jafuneko
#Lagosindebt"
1333,group_democrat,2022-12-13 06:41:22+00:00,0,Twitter for Android,@basiadmobilizer @officialjandor Nothing significant is happening. If you think anything is happening mention it pls.
1334,deenis68122874,2022-12-13 06:30:40+00:00,0,Twitter for Android,"@officialjandor I tot Tinubu said in his interview granted that lagos state is generating 51bilions monthly, where's the money go to?"
1335,IdonoKingsley,2022-12-13 06:05:30+00:00,0,Twitter for Android,@tomakinta @officialjandor Every one knows that sanwo olu is doing boy boy to jagaban that is why LAGOS still remains the way it is...but jandor is coming to put this in order
1336,Aquifer900,2022-12-13 05:47:53+00:00,0,Twitter for Android,@officialjandor Una no dey snap picture?
1337,Tijaybarry,2022-12-13 05:47:13+00:00,0,Twitter for Android,"@tomakinta @officialjandor Is this kind of government we will be voting for? always waiting for a direction before taking any decision, but for me, I'm going for Jandor"
1338,ayodele52,2022-12-13 04:17:20+00:00,1,Twitter for Android,@ourtopeHaracee @jidesanwoolu @officialABAT @officialjandor @jimidisu It's killing. I tweeted about odo iya alaro bridge that's causing traffic at Ojota new garage and I tagged everyone. Nothing has been Done. This is causing so much traffic on a daily basis. Just an opening of the bridge that won't take whole day to fix 💔💔💔💔
1339,Herpi_hour,2022-12-13 03:38:11+00:00,0,Twitter for Android,"@SundayA32766405 @officialjandor Hmmm
Point to what they use the gigantic IGR for"
1340,Okgoddy2,2022-12-13 02:07:33+00:00,0,Twitter for Android,"@officialjandor So the new train coaches, arriving Lagos are free gift by the united nations? Oloshi people."
1341,OlayinkaNnochi1,2022-12-13 01:31:21+00:00,0,Twitter for iPhone,@EhisabheleA @officialjandor Wake up from your dreams…🤣🤣🤣
1342,OlayinkaNnochi1,2022-12-13 01:30:37+00:00,0,Twitter for iPhone,@omoluabi1sq @officialjandor Like the 4.5billion borrowed recently by OKOWA 🤣🤣🤣🤣🤣
1343,OlayinkaNnochi1,2022-12-13 01:29:25+00:00,0,Twitter for iPhone,@ADEGBOLADANIEL8 @officialjandor You and jandor dey menth 🤣🤣🤣
1344,balogin,2022-12-13 00:51:52+00:00,0,Twitter for Android,@officialjandor 🤣🤣🤣 slow down.
1345,KumoluJohnson,2022-12-13 00:04:50+00:00,1,Twitter for iPhone,@officialjandor If they are borrowing for the election. Then this is a disaster. 🙆🏻‍♂️🙆🏻‍♂️🙆🏻‍♂️
1346,ADEGBOLADANIEL8,2022-12-12 23:13:33+00:00,1,Twitter for Android,"@tomakinta @officialjandor Jandor have the ability , the capacity and the competent to rule Lagos state"
1347,tomakinta,2022-12-12 23:08:09+00:00,2,Twitter Web App,@AkintolaSamso19 @officialjandor You can say that again bro......I have never seen a Governor so cowed as him before in my life. He fears Tinubu more than anything.....so sad.
1348,group_democrat,2022-12-12 23:06:14+00:00,0,Twitter for Android,@officialjandor Jandor is the choice of the people.
1349,AkintolaSamso19,2022-12-12 23:05:57+00:00,2,Twitter for iPhone,@tomakinta @officialjandor He’s really a stooge Governor.
1350,tomakinta,2022-12-12 23:01:38+00:00,7,Twitter Web App,"Lagosians wake up, don't be fooled, SanwoOlu is not answerable to you but to his Master, Jagaban. You wonder why he leaves governance but choose to be following him up and down like his hired houseboy....vote for Jandor @officialjandor a true Lagosian with a caring heart!"
1351,Damilare1213,2022-12-12 22:56:24+00:00,0,Twitter for Android,@kelechiakor1 @officialjandor Na engagement picture i dey here nah them don marry
1352,AkintolaSamso19,2022-12-12 22:36:10+00:00,1,Twitter for iPhone,@officialjandor Awon arugun..
1353,damascots2014,2022-12-12 21:51:25+00:00,0,Twitter for iPhone,"@officialjandor Debts are good, every governor must have debt. As a measure that state was developed 

Why save money"
1354,jolawale5,2022-12-12 21:46:14+00:00,0,Twitter for Android,@IdonoKingsley @officialjandor Jandull
1355,snaitx,2022-12-12 21:23:32+00:00,8,Twitter for Android,"@officialjandor 1st how can a govenor be called ""Jandor""

You sound dull... Do you know the meaning of ""DEBT"" , ""MORTGAGE"" , ""DOMESTIC "","" INTERNATIONAL "" and ""INFRASTRUCTURE ""

JANDULL please go into comedy, governance doesn't look good on you. You 2 DULL."
1356,danielaremufory,2022-12-12 21:21:31+00:00,0,Twitter for iPhone,@Adewale02390107 @officialjandor Gbam😂😂😂
1357,Nurasuleimanzai,2022-12-12 20:57:38+00:00,0,Twitter for Android,@officialjandor May almighty Allah give effort and victory to the incoming election.
1358,OriDharmi,2022-12-12 20:53:25+00:00,0,Twitter for iPhone,@officialjandor Can’t u see over 6ths less than 50comments . Baba shin up there
1359,SundayA32766405,2022-12-12 20:28:57+00:00,1,Twitter for Android,@officialjandor And you are not seeing any project to justify it?
1360,Tiger_Kent,2022-12-12 20:18:09+00:00,2,Twitter Web App,"@officialjandor IF you want to see the asiri of Lagos, compare it to Rwanda, not even Dubai or any European or American city. 

What APC is scared of right now is losing and having all their murky evil deeds exposed to the world. Watch out for my post on Facebook."
1361,IdrisMo33596909,2022-12-12 20:05:47+00:00,0,Twitter for Android,@officialjandor Wishing you success sir
1362,QudusIbrahim33,2022-12-12 19:59:48+00:00,1,Twitter for Android,"@officialjandor Sanwo-olu don't have anything to offer lagosians
Thanks God Jandor is coming to rescue lagosians"
1363,adesemoyedaniel,2022-12-12 19:54:18+00:00,0,Twitter for Android,@officialjandor For Thiefnubu Election
1364,Emmygreat01,2022-12-12 19:45:07+00:00,0,Twitter for Android,"@officialjandor Nobody is feeling our heat on the island, the ward is struggling to survive, some of us fund our weekly meetings nd even tackle our security issues, the LGA has been bought by Bode George, we need help 
yours sincerely
Amedu Emmanuel 
secretary ward C2"
1365,Emmygreat01,2022-12-12 19:39:42+00:00,0,Twitter for Android,"@officialjandor your execellecy Lagos island under the chairmanship of Mr shehu is sinking at a fast pace....most of the candidates we have here ranking from the federal house of reps both constituency 1 nd 2 are useless the assembly guys are trying but alot can still be done,"
1366,ArewaHubPorn,2022-12-12 19:38:33+00:00,1,Twitter for Android,"@IvyAzura @OWallelle @Ekitipikin @mrbayoa1 @metuchizzy @OlaseniFeyisayo @sportingking365 @TalentedFBG @muftiyaks 
@Iampenlord 
@DAMIADENUGA 
@AdamuAtikuA 
@officialjandor 
@taoman49 
@Ekitipikin"
1367,ADEGBOLADANIEL8,2022-12-12 19:19:07+00:00,0,Twitter for Android,@officialjandor May almighty help to actualize your ambition to become Lagos State governor ...
1368,ytaiwo,2022-12-12 19:16:46+00:00,0,Twitter for Android,@sirT1991 @officialjandor The 4th mainland bridge will always be  their campaign theme so don't expect any from them
1369,ADEGBOLADANIEL8,2022-12-12 19:14:06+00:00,1,Twitter for Android,"@officialjandor 2023, is the year of freedom for Lagos and Lagosians.. because jandor administration shall reform Lagos State and make it a state that work for all"
1370,bunmi19855,2022-12-12 18:56:07+00:00,2,Twitter for Android,"@officialjandor This is a criminal act, and he needs to be brought to justice. He needs to be sanction and questioned. Where is the borrowed money going into or gone to? We need to know. #jandorinikeja"
1371,sirT1991,2022-12-12 18:22:25+00:00,0,Twitter for iPhone,@officialjandor Lagos can never progress if Tinubu is not defeated. By the way do you have any plan to build 4th mainland bridge. Tinubu promised this in 2003
1372,lamcollins27,2022-12-12 17:51:37+00:00,0,Twitter for Android,@olexbee @officialjandor You will be alright las las
1373,jaiye7777,2022-12-12 17:45:35+00:00,0,Twitter for Android,@olexbee @officialjandor https://t.co/yX7btQReK0
1374,lamcollins27,2022-12-12 17:45:12+00:00,0,Twitter for Android,"@officialjandor God crowns effort and not wishful thinking. Those hallucinating;expecting to get victory on the platter of gold should continue to delude themselves. Insha Allah,you're our next governor

Jafun eko"
1375,ourtopeHaracee,2022-12-12 17:29:08+00:00,1,Twitter for Android,"@jidesanwoolu seem not present in Lagos or care less about the daily traffic from Island to Mainland, traffic robberies and how Lagos is in the shadow of itself. This will influence my voting in 2023, so help me God. @officialABAT @officialjandor @jimidisu #LagosSwindlers"
1376,jhybolar,2022-12-12 17:07:18+00:00,2,Twitter for Android,"@jidesanwoolu Some of us collected from time immemorial and they will used to vote @atiku and @officialjandor on 25th Feb and March 11 2023 respectively. 
Another #79billion loan, e le je Eko pa.

We're done with bulu bla blu"
1377,Jonnyleks,2022-12-12 17:00:23+00:00,0,Twitter Web App,"@officialjandor Yeah, to the standard of maritime Academy of Nigeria , Oron. In Akwa Ibom State"
1378,Adewale02390107,2022-12-12 16:57:06+00:00,7,Twitter for Android,"@officialjandor When you fill a play centre in Lagos,i will consider you for a candidate for Local govt chairman but now,you're a candidate for a ward counsellor. https://t.co/jYh7eVImBd"
1379,adesolaahmed,2022-12-12 16:56:51+00:00,1,Twitter for Android,"@olexbee @officialjandor Of course, it will be empty to you. Do you even understand what fiscal policy is. The thread is nothing you can comprehend. Next time, pass."
1380,CokerGrace4,2022-12-12 16:51:55+00:00,3,Twitter for iPhone,@officialjandor He can’t account for the debt cos he borrowed on instruction to go and borrow. Stooge
1381,CokerGrace4,2022-12-12 16:45:37+00:00,0,Twitter for iPhone,"@officialjandor All Lagosians love you sir, keep up the good work."
1382,KunleOshobi,2022-12-12 16:43:31+00:00,3,Twitter for Android,"@officialjandor Another major problem is the lack of transparency of the finances of Lagos state government, there is zero accountability in the state and very little to show for the huge revenues accruing to the state monthly."
1383,KunleOshobi,2022-12-12 16:42:02+00:00,5,Twitter for Android,@officialjandor The money is most likely being borrowed to add to the election funds of his godfather as there is absolutely nothing on ground to justify such huge loans.
1384,anthonydondo_,2022-12-12 16:31:52+00:00,3,Twitter for Android,@Atikulated023 @atiku @officialjandor @omoluabi1sq @PDP_NEWMEDIA @fataikolade1 @Phredo01 We gonna win the battle of recovery
1385,Obanimi023,2022-12-12 16:29:46+00:00,44,Twitter for Android,Hey fellow Atikulates hope we're having the best day 70+days left to the elections let's keep pushing so we can reach and cover more grounds @atiku and @officialjandor are here.@anthonydondo_ @omoluabi1sq @PDP_NEWMEDIA @fataikolade1 @Phredo01 let's do this and win.💪💪💪💪💪
1386,IdonoKingsley,2022-12-12 16:25:22+00:00,3,Twitter for Android,@officialjandor Sanwo olu pls get ready to leave office for jandor ok ur time is up
1387,Mohidin04,2022-12-12 16:12:32+00:00,5,Twitter for iPhone,@officialjandor This is inhumane. Borrowing because you want to fund elections ? 🤮🤮🤮
1388,BenOluwoleJohn1,2022-12-12 16:08:45+00:00,0,Twitter for iPhone,@officialjandor Rally
1389,rebuildinglagos,2022-12-12 16:06:33+00:00,1,Twitter for iPhone,@officialjandor Meanwhile #Jandorinikeja !!
1390,EhisabheleA,2022-12-12 16:06:08+00:00,3,Twitter for Android,@officialjandor APC are bunch of money mongers . this forth coming elections they are going to lose . every Nigerians that are not in the payroll of the APC knowns this and in en masse we will vote them out .
1391,anthonydondo_,2022-12-12 15:59:58+00:00,2,Twitter for Android,@officialjandor He is borrowing to sponsor his godfather's ambition of becoming the next president of agberos
1392,omoluabi1sq,2022-12-12 15:58:40+00:00,12,Twitter for iPhone,"@officialjandor The 4th mainland bridge is more like a recurring decimal.Every election cycle,they will use 4th mainland bridge 2 campaign,roll out the architectural designs.What they are doing differently now is that they are borrowing afresh in the name of the project and divert it to election"
1393,sakwuru2,2022-12-12 15:52:16+00:00,0,Twitter Web App,"@olexbee @officialjandor So sad that people like you don't think.
What is Lagos state doing with all the money?"
1394,rebuildinglagos,2022-12-12 15:41:56+00:00,0,Twitter for iPhone,@olexbee @officialjandor Agbado lovers no dey hard to spot ! Awon akoshiba ero.
1395,omoluabi1sq,2022-12-12 15:40:58+00:00,3,Twitter for iPhone,@olexbee @officialjandor It is unthinkable people like you still come under a post meant to call the attention of the public to day light mortgaging of our collective future by the APC led Govt. Where exactly is the rant here? It is disheartening people like this still exist
1396,mynameisashabi,2022-12-12 15:39:58+00:00,7,Twitter for iPhone,"@officialjandor Since time of fashola they have been shouting 4th mainland bridge, till now we are yet to see it….they keep making empty promises and borrowing yet Nottin to show for it…..smh"
1397,omoluabi1sq,2022-12-12 15:36:18+00:00,8,Twitter for iPhone,@officialjandor This is actually bad. Borrowing with nothing to show for it is not only insensitive but unwarranted
1398,JunaidAdekola,2022-12-12 15:14:15+00:00,0,Twitter for Android,"@officialjandor Jandor is the man, EVERYWHERE."
1399,Itz_franking1,2022-12-12 14:20:33+00:00,0,Twitter for Android,@officialjandor Please sir if you sponsor me I go happy... I need small shuttle bus for transport sir 🙏 even tho na HP I will pay back
1400,basiadmobilizer,2022-12-12 14:19:34+00:00,0,Twitter for iPhone,@officialjandor How can you say nothing is happening? If you want to criticize please be constructive.
1401,officialjandor,2022-12-12 14:14:27+00:00,35,Twitter for iPhone,"Where is he taking all this money…we need to ask him. This N79 billion, what was it taken for? which project are you investing it on?Governor Sanwoolu needs to answer these questions."
1402,officialjandor,2022-12-12 14:14:26+00:00,34,Twitter for iPhone,"However, what’s worrisome is the rationale behind this borrowing as nothing is happening on the streets, across the length and breadth of Lagos in the name of infrastructure to account for this huge debt."
1403,officialjandor,2022-12-12 14:14:24+00:00,34,Twitter for iPhone,"Like i have said in my very recent TV interview, there’s nothing wrong in borrowing to fund public infrastructure, especially when such borrowing is captured in the fiscal policy of the state."
1404,officialjandor,2022-12-12 14:14:22+00:00,39,Twitter for iPhone,"A worrying N79.7 billion was again borrowed between July and September 2022, further raising our debt profile from N797,305,312,602.53 in June 2022 to N877,035,995,031.70 now."
1405,officialjandor,2022-12-12 14:14:20+00:00,241,Twitter for iPhone,"Latest report from the Debt Management Office just revealed how Governor Sanwo-olu has repeatedly mortgaged the future of our state, racking up domestic and international debt under the guise of shoring up projects and improving infrastructure."
1406,EhisabheleA,2022-12-12 13:24:13+00:00,0,Twitter for Android,"@officialjandor It is true they say "" follow who know road"" jandor knows road and I and my household will follow him. He will lead us from the darkness that we have been in for the past 23 years."
1407,EhisabheleA,2022-12-12 13:22:36+00:00,1,Twitter for Android,@group_democrat @officialjandor We deserve better . that's why our vote will be for @officialjandor .
1408,NugaRaw1,2022-12-12 13:03:06+00:00,0,Twitter Web App,@thecableng @officialjandor @OfficialPDPNig with his stupid slave mask on his face. Shameless and spineless politicians
1409,iamslimkim,2022-12-12 12:39:53+00:00,2,Twitter for Android,@officialjandor The whole lagosian? Dey play
1410,nelempowerment,2022-12-12 12:38:33+00:00,2,Twitter for iPhone,@officialjandor Powerful movement
1411,kelechiakor1,2022-12-12 12:34:17+00:00,0,Twitter for Android,"@group_democrat @officialjandor Never have I seen a man that is so passionate about what he does like Jandor, he is doing what no other Politician has done in Lagos, he has visited almost all the wards in Lagos. Why? Just to feel the yearning and cry of the people and make them feel a sensible  #Jandorinikeja https://t.co/7qeJGnObxg"
1412,kelechiakor1,2022-12-12 12:33:15+00:00,1,Twitter for Android,@officialjandor https://t.co/diYbUxJ2Pq
1413,kelechiakor1,2022-12-12 12:32:53+00:00,4,Twitter for Android,"@officialjandor Never have I seen a man that is so passionate about what he does like Jandor, he is doing what no other Politician has done in Lagos, he has visited almost all the wards in Lagos. Why? Just to feel the yearning and cry of the people and make them feel a sensesinle #Jandorinikeja"
1414,ahmed_iceberg,2022-12-12 12:17:50+00:00,4,Twitter for Android,"@officialjandor Just observing - very unique model of engagement

Seems be quite door 2 door up to the lowest political units

Impressive"
1415,mynameisashabi,2022-12-12 12:17:26+00:00,1,Twitter for iPhone,@officialjandor The fact that u are focus on ur goal makes me wanna get the whole lagosians vote for u…. Jandor ko wo ariwo oja #eyez on the price #Jafuneko23 #it is time
1416,bunmi19855,2022-12-12 11:51:53+00:00,0,Twitter for Android,@officialjandor Thank you Eti-Osa for your support 💯👍👏
1417,SeunKlassik,2022-12-12 11:50:41+00:00,1,Twitter for Android,@officialjandor The move to rescue Lagos state. I support JANDOR and FUNKE
1418,kelebemba,2022-12-12 11:47:52+00:00,0,Twitter for Android,@officialjandor Belief JandorFunke Project.
1419,group_democrat,2022-12-12 11:41:18+00:00,4,Twitter for Android,@officialjandor On your mandate to rescue Lagos we stand.
1420,Afolabi34472970,2022-12-12 11:37:30+00:00,2,Twitter for Android,"@officialjandor Well done,may God crown your effort with success"
1421,Teejayejide,2022-12-12 11:35:44+00:00,4,Twitter for Android,@officialjandor The incoming governor of Lagos state inshallah all your effort won't be in waste you are the next governor of our dear state we are ready and lagosian are ready to come out masses and vote you in come 2023 kudos to handworking Guber candidate of Lagos state
1422,Ayok4freedom,2022-12-12 11:35:35+00:00,3,Twitter for Android,@officialjandor JafunEko Jandor oti wole
1423,orllumeeday,2022-12-12 11:30:50+00:00,0,Twitter for Android,"Lagos gubernatorial candidate @officialjandor has made a commitment to review all forced evictions in the metropolis

#JaFunEko
#JaFunEtoE
https://t.co/3Y7ekJLEIr"
1424,group_democrat,2022-12-12 11:29:35+00:00,2,Twitter for Android,"See with your own eyes and listen to the tales and pains of the people in Lagos. We deserve better. 

8:30 pm is the time 
TV station is MITV 
DSTV- CH 255. 

Jandor @officialjandor is the endorsed choice of the people. Lagos belongs to us all, we say no to one man led Lagos. https://t.co/saHXimxdVH"
1425,officialjandor,2022-12-12 11:24:22+00:00,37,Twitter for iPhone,"… Federal College of Fisheries and Marine Technology, Wilmot Road, and reassured them of our commitment to provide affordable and accessible education for Lagosians."
1426,officialjandor,2022-12-12 11:24:21+00:00,29,Twitter for iPhone,"We shared our manifesto, highlighting our commitment to a masses-friendly government come 2023.

Our final stops were the GSM market on Saka Tinubu where we were welcomed with enthusiasm before ending our consultations with students of the …"
1427,officialjandor,2022-12-12 11:24:20+00:00,26,Twitter for iPhone,"We also made a stop at 1004 estate in VI where we met with executives of the 5 blocs represented under the umbrella of CAN in the VI LCDA and representatives for People with Disabilities on Ajose Adeogun, supported by members of the PDP."
1428,officialjandor,2022-12-12 11:24:20+00:00,29,Twitter for iPhone,They shared with us the challenges residents in the barracks face and implored us to prioritise members of the law enforcement agencies in Nigeria.
1429,officialjandor,2022-12-12 11:24:19+00:00,28,Twitter for iPhone,"Our next meeting was with a coalition of artisans representing various interest groups in Obalende  

We gave special attention to women voters living in the Obalende police barracks and the various law enforcement barracks in Ikoyi."
1430,officialjandor,2022-12-12 11:24:18+00:00,26,Twitter for iPhone,"We also met with representatives of the Hausa community in Obalende on Michigan street, another voting bloc that has never been visited by any Lagos state Governorship candidate."
1431,officialjandor,2022-12-12 11:24:17+00:00,22,Twitter for iPhone,"Hassan Zamani the PDP candidates for constituency 1 &amp; 2 were on ground to receive us and meet with residents.

We met with bakery workers in Obalende before confering with women’s groups in the area to reassure them of our commitment to create a ministry for Children’s Affairs."
1432,officialjandor,2022-12-12 11:24:16+00:00,244,Twitter for iPhone,"We kicked off the third leg of our governorship campaign tour with a visit to Eti-Osa LGA. Bankole Wellington, PDP candidate for the Eti-Osa federal constituency Hon. Akeem Jinadu  and Hon."
1433,group_democrat,2022-12-12 11:09:57+00:00,0,Twitter for Android,@officialjandor our votes belong to Jandor.
1434,group_democrat,2022-12-12 11:09:28+00:00,1,Twitter for Android,@nelempowerment The choice of the people @officialjandor
1435,Teejayejide,2022-12-12 10:45:47+00:00,0,Twitter for Android,@bunmi19855 @peterfire777 @officialjandor Yes o the kind man we want in Lagos state it is time people of Lagos enjoy the government of democracy #jandorinikeja
1436,ChukwumaOliver2,2022-12-12 10:27:22+00:00,0,Twitter for Android,"@thecableng @officialjandor @OfficialPDPNig Tomorrow if u emerge as d Governor,u will continue the policy&amp;retain the lands,&amp;later convert the lands to personal&amp;individual usages,&amp;come out to claim like Bola Ahmed Tinubu that u made your wealth through investment in real estate.We know how these things work here. Pure Greed"
1437,YinkaWorldwide,2022-12-12 10:14:49+00:00,0,Twitter for Android,For your information @officialjandor 👇
1438,EhisabheleA,2022-12-12 09:34:56+00:00,3,Twitter for Android,"@peterfire777 @officialjandor has demonstrated that he is capable of becoming Lagos' next governor. Having worked tirelessly with his team, he has visited all the nooks and crannies of Lagos. Other candidates seem lazy and unprepared to interact with Lagosians. #JandorinIkeja"
1439,Fulani_WarLord,2022-12-12 08:51:53+00:00,0,Twitter for Android,"@Tocee2u @thecableng @officialjandor @OfficialPDPNig Yet, you couldn't stay in your state."
1440,john07jay,2022-12-12 08:49:41+00:00,1,Twitter for Android,@BankyW and @officialjandor combo nah fire. Fresh breathe for Lagos. They are not products of baba sope reason they will work for the good of the good people of Lagos. https://t.co/u5Rl5rXHSh
1441,Tocee2u,2022-12-12 08:40:19+00:00,0,Twitter for Android,@thecableng @officialjandor @OfficialPDPNig https://t.co/xq2XiIeMLl
1442,JandorStudents,2022-12-12 07:56:40+00:00,3,Twitter for Android,"Start your week with intention of having a good leader come 2023.
Start your week with Fresh Air.

Join The Changemaker at Ikeja!
#JandorInIkeja

 Vote Dr. Abdul-Azeez Olajide Adeniran (Jandor) as Lagos State Governor.
@officialjandor
@lagosforlagos @OfficialPDPNig
#JandorFunke"
1443,iam_DjPhemie,2022-12-12 07:35:06+00:00,0,Twitter for Android,@GroupJandor @peterfire777 @jidesanwoolu @rrslagos767 @LAG_FireService @officialjandor Your politicking is funny and childish. Please take you L and rest.
1444,aruwayosamuel,2022-12-12 07:29:02+00:00,0,Twitter for Android,"@group_democrat @officialjandor Jandor lo le se, omo wa lokan"
1445,group_democrat,2022-12-12 07:10:25+00:00,3,Twitter for Android,By God's grace no rigging plans will see the light of the day. The people will speak through their votes. @officialjandor Jandor is the next Governor of Lagos by God's grace.
1446,group_democrat,2022-12-12 07:08:16+00:00,3,Twitter for Android,@officialjandor Jandor is the next Governor of Lagos by God's grace.
1447,bunmi19855,2022-12-12 07:01:51+00:00,3,Twitter for Android,"@peterfire777 @officialjandor is the kind of governor we want in Lagos. Vibrant, energetic, eloquent and most of all a hardworking person. The people of Ikeja jandor is here show us love and support. Thanks. #jandorinikeja"
1448,bunmi19855,2022-12-12 06:58:01+00:00,0,Twitter for Android,"@officialjandor is d most energetic, vibrant,selfless,smart gubernatorial candidate of d PDP ever in d history of campaigning.He took it upon him self 2 go meet and talk to d people (grassroot)1 on one from ward to ward al over Lagos. Trust me that's real committed n hardworking"
1449,GroupJandor,2022-12-12 06:41:13+00:00,1,Twitter for Android,@iam_DjPhemie @peterfire777 @jidesanwoolu Bro @jidesanwoolu also promised to increase @rrslagos767 allowance by doubling what they already got to boost morale.  He didn't. Heard he owes from time to time the normal allowance he met on ground. Same @LAG_FireService. @officialjandor will look into this when he is in power
1450,laoluapara,2022-12-12 06:40:12+00:00,2,Twitter for Android,"Ikeja welcomes @officialjandor and @funkeakindele. 
WATCH OUT TO CATCH A GLIMPSE https://t.co/P6imLG19S8"
1451,kelechiakor1,2022-12-12 01:02:17+00:00,0,Twitter for Android,@Mohidin04 @officialjandor https://t.co/sunS4Nsj9N
1452,peterfire777,2022-12-11 20:35:54+00:00,0,Twitter for Android,@bunmi19855 @officialjandor We are ready
1453,bunmi19855,2022-12-11 20:25:37+00:00,2,Twitter for Android,"@peterfire777 Ikeja are you ready? @officialjandor is coming with our deputy governor miss Funke. Pls show your immense support. Thank you, 🙌👍"
1454,QudusIbrahim33,2022-12-11 19:56:20+00:00,0,Twitter for Android,"@Mohidin04 @officialjandor I believe dis is the right time for lagosians to have a better choice
By the special grace of God the better choice is Jandor"
1455,EhisabheleA,2022-12-11 19:29:15+00:00,2,Twitter for Android,"@lagosforlagos The people need jandor , they are tired of APC, they need help and only @officialjandor can make this possible ."
